Bus Type,Bus,Phase,Current (A)
Industrial,I01,0,56.30237507800758
Industrial,I01,1,56.243850205215956
Industrial,I01,2,56.122722414604944
Commercial,C01,0,91.24927682640595
Commercial,C01,1,91.12144914973759
Commercial,C01,2,91.13945116286578
Residential,R01,0,372.5131519848195
Residential,R01,1,371.68104544559293
Residential,R01,2,370.4976099884611
Industrial,I01,0,56.302375078003564
Industrial,I01,1,56.24385020521502
Industrial,I01,2,56.12272241460215
Commercial,C01,0,91.24927682639688
Commercial,C01,1,91.12144914975049
Commercial,C01,2,91.13945116285927
Residential,R01,0,372.513151984851
Residential,R01,1,371.68104544555507
Residential,R01,2,370.497609988467
Industrial,I01,0,56.30237507800597
Industrial,I01,1,56.24385020521411
Industrial,I01,2,56.122722414605235
Commercial,C01,0,91.24927682639333
Commercial,C01,1,91.12144914974681
Commercial,C01,2,91.13945116286823
Residential,R01,0,372.51315198482854
Residential,R01,1,371.6810454455536
Residential,R01,2,370.4976099884228
Industrial,I01,0,56.30237507800597
Industrial,I01,1,56.24385020521414
Industrial,I01,2,56.122722414603594
Commercial,C01,0,91.24927682639584
Commercial,C01,1,91.1214491497614
Commercial,C01,2,91.13945116287235
Residential,R01,0,372.5131519848298
Residential,R01,1,371.68104544558724
Residential,R01,2,370.49760998842856
Industrial,I01,0,56.30237507800394
Industrial,I01,1,56.24385020521412
Industrial,I01,2,56.122722414603885
Commercial,C01,0,91.24927682640642
Commercial,C01,1,91.12144914974492
Commercial,C01,2,91.13945116287235
Residential,R01,0,372.51315198481745
Residential,R01,1,371.68104544557036
Residential,R01,2,370.4976099884015
Industrial,I01,0,56.30237507800635
Industrial,I01,1,56.24385020521232
Industrial,I01,2,56.12272241460321
Commercial,C01,0,91.24927682640343
Commercial,C01,1,91.12144914973584
Commercial,C01,2,91.13945116286583
Residential,R01,0,372.5131519848524
Residential,R01,1,371.6810454456116
Residential,R01,2,370.4976099884486
Industrial,I01,0,56.30237507800437
Industrial,I01,1,56.24385020521406
Industrial,I01,2,56.12272241460456
Commercial,C01,0,91.2492768263928
Commercial,C01,1,91.12144914973548
Commercial,C01,2,91.13945116288453
Residential,R01,0,372.5131519848382
Residential,R01,1,371.68104544559736
Residential,R01,2,370.4976099884151
Industrial,I01,0,56.302375078004154
Industrial,I01,1,56.24385020521683
Industrial,I01,2,56.12272241460321
Commercial,C01,0,91.24927682640492
Commercial,C01,1,91.12144914975556
Commercial,C01,2,91.13945116286828
Residential,R01,0,372.5131519848425
Residential,R01,1,371.68104544561027
Residential,R01,2,370.497609988406
Industrial,I01,0,56.30237507800335
Industrial,I01,1,56.24385020521324
Industrial,I01,2,56.12272241460552
Commercial,C01,0,91.24927682640693
Commercial,C01,1,91.12144914974655
Commercial,C01,2,91.13945116286415
Residential,R01,0,372.51315198482246
Residential,R01,1,371.68104544559515
Residential,R01,2,370.49760998845045
Industrial,I01,0,56.30237507800276
Industrial,I01,1,56.24385020521411
Industrial,I01,2,56.12272241460447
Commercial,C01,0,91.24927682638778
Commercial,C01,1,91.1214491497396
Commercial,C01,2,91.13945116286331
Residential,R01,0,372.5131519848259
Residential,R01,1,371.6810454455858
Residential,R01,2,370.49760998842606
Industrial,I01,0,56.30237507800496
Industrial,I01,1,56.24385020521414
Industrial,I01,2,56.122722414606585
Commercial,C01,0,91.24927682640191
Commercial,C01,1,91.12144914974128
Commercial,C01,2,91.13945116286985
Residential,R01,0,372.5131519848024
Residential,R01,1,371.6810454455987
Residential,R01,2,370.4976099884427
Industrial,I01,0,56.30237507800314
Industrial,I01,1,56.24385020521498
Industrial,I01,2,56.122722414604844
Commercial,C01,0,91.24927682639988
Commercial,C01,1,91.1214491497416
Commercial,C01,2,91.1394511628813
Residential,R01,0,372.51315198483553
Residential,R01,1,371.68104544557013
Residential,R01,2,370.4976099884449
Industrial,I01,0,56.302375078004744
Industrial,I01,1,56.24385020521591
Industrial,I01,2,56.122722414603494
Commercial,C01,0,91.24927682640646
Commercial,C01,1,91.12144914976676
Commercial,C01,2,91.13945116286902
Residential,R01,0,372.51315198485815
Residential,R01,1,371.6810454455803
Residential,R01,2,370.4976099884527
Industrial,I01,0,56.302375078004154
Industrial,I01,1,56.243850205213164
Industrial,I01,2,56.12272241460447
Commercial,C01,0,91.2492768263893
Commercial,C01,1,91.12144914976476
Commercial,C01,2,91.13945116286249
Residential,R01,0,372.5131519848397
Residential,R01,1,371.6810454455696
Residential,R01,2,370.49760998839605
Industrial,I01,0,56.302375078002925
Industrial,I01,1,56.24385020521412
Industrial,I01,2,56.12272241460447
Commercial,C01,0,91.24927682640089
Commercial,C01,1,91.12144914974886
Commercial,C01,2,91.13945116286007
Residential,R01,0,389.82409037548103
Residential,R01,1,388.90553292106915
Residential,R01,2,387.60119881620534
Industrial,I01,0,52.827534229312754
Industrial,I01,1,52.776217358611206
Industrial,I01,2,52.66987053956124
Commercial,C01,0,88.14335580578177
Commercial,C01,1,88.02436741111097
Commercial,C01,2,88.04114333867902
Residential,R01,0,389.82409037544136
Residential,R01,1,388.905532921108
Residential,R01,2,387.6011988161769
Industrial,I01,0,52.827534229313564
Industrial,I01,1,52.77621735861127
Industrial,I01,2,52.66987053955979
Commercial,C01,0,88.14335580576515
Commercial,C01,1,88.02436741110529
Commercial,C01,2,88.04114333868306
Residential,R01,0,389.8240903754413
Residential,R01,1,388.90553292109263
Residential,R01,2,387.6011988161359
Industrial,I01,0,52.827534229314644
Industrial,I01,1,52.77621735861304
Industrial,I01,2,52.66987053956053
Commercial,C01,0,88.14335580576859
Commercial,C01,1,88.02436741110878
Commercial,C01,2,88.04114333868176
Residential,R01,0,389.82409037545483
Residential,R01,1,388.90553292112304
Residential,R01,2,387.6011988161728
Industrial,I01,0,52.82753422931261
Industrial,I01,1,52.776217358611255
Industrial,I01,2,52.66987053955899
Commercial,C01,0,88.14335580577969
Commercial,C01,1,88.02436741109433
Commercial,C01,2,88.04114333867929
Residential,R01,0,389.8240903754441
Residential,R01,1,388.9055329210845
Residential,R01,2,387.6011988161897
Industrial,I01,0,52.827534229314644
Industrial,I01,1,52.776217358611206
Industrial,I01,2,52.66987053956053
Commercial,C01,0,88.14335580578472
Commercial,C01,1,88.02436741109427
Commercial,C01,2,88.04114333867611
Residential,R01,0,376.0898783082189
Residential,R01,1,375.2403162133176
Residential,R01,2,374.03245225273656
Industrial,I01,0,49.21792107894425
Industrial,I01,1,49.17356175378902
Industrial,I01,2,49.08151395030059
Commercial,C01,0,84.69564476227148
Commercial,C01,1,84.58607137590437
Commercial,C01,2,84.60154219482743
Residential,R01,0,376.08987830824975
Residential,R01,1,375.24031621332216
Residential,R01,2,374.03245225272434
Industrial,I01,0,49.217921078945054
Industrial,I01,1,49.17356175378851
Industrial,I01,2,49.08151395030102
Commercial,C01,0,84.69564476227251
Commercial,C01,1,84.58607137590299
Commercial,C01,2,84.60154219481889
Residential,R01,0,376.08987830821246
Residential,R01,1,375.24031621333194
Residential,R01,2,374.0324522526675
Industrial,I01,0,49.21792107894425
Industrial,I01,1,49.1735617537908
Industrial,I01,2,49.08151395030218
Commercial,C01,0,84.69564476227804
Commercial,C01,1,84.58607137591018
Commercial,C01,2,84.60154219482693
Residential,R01,0,376.0898783082314
Residential,R01,1,375.2403162133517
Residential,R01,2,374.0324522527068
Industrial,I01,0,49.21792107894265
Industrial,I01,1,49.17356175378805
Industrial,I01,2,49.081513950299964
Commercial,C01,0,84.69564476228406
Commercial,C01,1,84.5860713758852
Commercial,C01,2,84.60154219482459
Residential,R01,0,376.0898783082379
Residential,R01,1,375.24031621331324
Residential,R01,2,374.03245225277624
Industrial,I01,0,49.21792107894425
Industrial,I01,1,49.17356175378945
Industrial,I01,2,49.081513950302465
Commercial,C01,0,84.69564476227299
Commercial,C01,1,84.58607137591031
Commercial,C01,2,84.60154219482288
Residential,R01,0,359.415425022789
Residential,R01,1,358.6454525720052
Residential,R01,2,357.54908980943344
Industrial,I01,0,45.76236985064146
Industrial,I01,1,45.724172466990716
Industrial,I01,2,45.64481189141893
Commercial,C01,0,88.14309029586553
Commercial,C01,1,88.02409979585255
Commercial,C01,2,88.04087957942055
Residential,R01,0,359.41542502276917
Residential,R01,1,358.64545257203724
Residential,R01,2,357.5490898094266
Industrial,I01,0,45.762369850640255
Industrial,I01,1,45.72417246699167
Industrial,I01,2,45.64481189141826
Commercial,C01,0,88.14309029587335
Commercial,C01,1,88.0240997958461
Commercial,C01,2,88.04087957941884
Residential,R01,0,359.41542502279196
Residential,R01,1,358.645452572012
Residential,R01,2,357.5490898094582
Industrial,I01,0,45.76236985064427
Industrial,I01,1,45.72417246699039
Industrial,I01,2,45.644811891417966
Commercial,C01,0,88.14309029586828
Commercial,C01,1,88.02409979585723
Commercial,C01,2,88.04087957941722
Residential,R01,0,359.4154250227656
Residential,R01,1,358.6454525720204
Residential,R01,2,357.5490898093998
Industrial,I01,0,45.76236985064186
Industrial,I01,1,45.72417246699034
Industrial,I01,2,45.6448118914198
Commercial,C01,0,88.14309029586529
Commercial,C01,1,88.02409979584526
Commercial,C01,2,88.04087957942295
Residential,R01,0,359.41542502278713
Residential,R01,1,358.64545257197426
Residential,R01,2,357.5490898094383
Industrial,I01,0,45.76236985064389
Industrial,I01,1,45.7241724669913
Industrial,I01,2,45.64481189141749
Commercial,C01,0,88.14309029587686
Commercial,C01,1,88.02409979586231
Commercial,C01,2,88.04087957940918
Residential,R01,0,345.7551795024233
Residential,R01,1,345.04706293582353
Residential,R01,2,344.0375283047448
Industrial,I01,0,42.459610286429864
Industrial,I01,1,42.42685194826282
Industrial,I01,2,42.35870933840612
Commercial,C01,0,91.2489619526894
Commercial,C01,1,91.12113240903236
Commercial,C01,2,91.139138220349
Residential,R01,0,345.75517950242096
Residential,R01,1,345.0470629358106
Residential,R01,2,344.03752830470614
Industrial,I01,0,42.45961028642925
Industrial,I01,1,42.4268519482601
Industrial,I01,2,42.358709338407664
Commercial,C01,0,91.24896195267502
Commercial,C01,1,91.1211324090267
Commercial,C01,2,91.13913822037992
Residential,R01,0,345.7551795024421
Residential,R01,1,345.0470629358275
Residential,R01,2,344.03752830476077
Industrial,I01,0,42.45961028642888
Industrial,I01,1,42.426851948262815
Industrial,I01,2,42.3587093384095
Commercial,C01,0,91.24896195269822
Commercial,C01,1,91.12113240903409
Commercial,C01,2,91.13913822036689
Residential,R01,0,345.7551795024183
Residential,R01,1,345.04706293585883
Residential,R01,2,344.0375283047617
Industrial,I01,0,42.45961028643048
Industrial,I01,1,42.4268519482628
Industrial,I01,2,42.35870933840602
Commercial,C01,0,91.24896195269216
Commercial,C01,1,91.12113240902653
Commercial,C01,2,91.1391382203677
Residential,R01,0,345.7551795024572
Residential,R01,1,345.04706293578374
Residential,R01,2,344.03752830474394
Industrial,I01,0,42.45961028642845
Industrial,I01,1,42.42685194826101
Industrial,I01,2,42.35870933840592
Commercial,C01,0,91.24896195268309
Commercial,C01,1,91.12113240903953
Commercial,C01,2,91.13913822036284
Residential,R01,0,345.7556356979391
Residential,R01,1,345.0475173244714
Residential,R01,2,344.0379761847729
Industrial,I01,0,49.50624971402731
Industrial,I01,1,49.46135262909043
Industrial,I01,2,49.36820403033758
Commercial,C01,0,97.12415476118804
Commercial,C01,1,96.97867820427668
Commercial,C01,2,96.99912168945404
Residential,R01,0,345.75563569794696
Residential,R01,1,345.0475173244383
Residential,R01,2,344.03797618475477
Industrial,I01,0,49.50624971402671
Industrial,I01,1,49.46135262909126
Industrial,I01,2,49.36820403033985
Commercial,C01,0,97.12415476118237
Commercial,C01,1,96.97867820426808
Commercial,C01,2,96.99912168945973
Residential,R01,0,345.7556356979536
Residential,R01,1,345.0475173244759
Residential,R01,2,344.03797618482474
Industrial,I01,0,49.506249714028314
Industrial,I01,1,49.461352629089454
Industrial,I01,2,49.368204030336855
Commercial,C01,0,97.1241547611763
Commercial,C01,1,96.97867820426765
Commercial,C01,2,96.99912168944019
Residential,R01,0,345.7556356979309
Residential,R01,1,345.0475173244645
Residential,R01,2,344.0379761847647
Industrial,I01,0,49.50624971402954
Industrial,I01,1,49.4613526290913
Industrial,I01,2,49.36820403033975
Commercial,C01,0,97.12415476116473
Commercial,C01,1,96.97867820427486
Commercial,C01,2,96.99912168945332
Residential,R01,0,345.7556356979318
Residential,R01,1,345.04751732450575
Residential,R01,2,344.0379761847441
Industrial,I01,0,49.506249714028314
Industrial,I01,1,49.46135262908952
Industrial,I01,2,49.36820403033936
Commercial,C01,0,97.12415476117985
Commercial,C01,1,96.9786782042621
Commercial,C01,2,96.99912168944833
Residential,R01,0,329.7620322255593
Residential,R01,1,329.12258543684027
Residential,R01,2,328.2096150920898
Industrial,I01,0,63.13518243558852
Industrial,I01,1,63.06100615221209
Industrial,I01,2,62.90786775890664
Commercial,C01,0,103.7033501942161
Commercial,C01,1,103.53665088867193
Commercial,C01,2,103.56001596877627
Residential,R01,0,329.7620322255697
Residential,R01,1,329.1225854367802
Residential,R01,2,328.2096150921088
Industrial,I01,0,63.13518243558873
Industrial,I01,1,63.061006152213466
Industrial,I01,2,62.907867758907216
Commercial,C01,0,103.70335019422265
Commercial,C01,1,103.53665088867749
Commercial,C01,2,103.56001596878605
Residential,R01,0,329.76203222554443
Residential,R01,1,329.1225854367415
Residential,R01,2,328.2096150920715
Industrial,I01,0,63.135182435588945
Industrial,I01,1,63.06100615221168
Industrial,I01,2,62.907867758905965
Commercial,C01,0,103.70335019422717
Commercial,C01,1,103.53665088867422
Commercial,C01,2,103.56001596877857
Residential,R01,0,329.762032225544
Residential,R01,1,329.1225854367457
Residential,R01,2,328.20961509210224
Industrial,I01,0,63.13518243558873
Industrial,I01,1,63.061006152209835
Industrial,I01,2,62.90786775890625
Commercial,C01,0,103.7033501942282
Commercial,C01,1,103.53665088867439
Commercial,C01,2,103.5600159687811
Residential,R01,0,329.76203222553136
Residential,R01,1,329.12258543678115
Residential,R01,2,328.2096150920795
Industrial,I01,0,63.135182435589535
Industrial,I01,1,63.061006152213
Industrial,I01,2,62.90786775890625
Commercial,C01,0,103.70335019422667
Commercial,C01,1,103.53665088868935
Commercial,C01,2,103.5600159687876
Residential,R01,0,345.7586792207368
Residential,R01,1,345.05055318374417
Residential,R01,2,344.0409611216939
Industrial,I01,0,94.28262714331679
Industrial,I01,1,94.11116478169869
Industrial,I01,2,93.76085014606917
Commercial,C01,0,138.55971731965704
Commercial,C01,1,138.25389295792
Commercial,C01,2,138.29614219391146
Residential,R01,0,345.7586792207013
Residential,R01,1,345.05055318377543
Residential,R01,2,344.04096112171237
Industrial,I01,0,94.28262714331764
Industrial,I01,1,94.11116478169868
Industrial,I01,2,93.76085014606724
Commercial,C01,0,138.5597173196545
Commercial,C01,1,138.25389295791857
Commercial,C01,2,138.2961421939294
Residential,R01,0,345.7586792207588
Residential,R01,1,345.0505531837528
Residential,R01,2,344.0409611217552
Industrial,I01,0,94.28262714331942
Industrial,I01,1,94.11116478169781
Industrial,I01,2,93.76085014606628
Commercial,C01,0,138.55971731965855
Commercial,C01,1,138.25389295790174
Commercial,C01,2,138.2961421939294
Residential,R01,0,345.75867922072973
Residential,R01,1,345.0505531837297
Residential,R01,2,344.04096112171436
Industrial,I01,0,94.28262714331721
Industrial,I01,1,94.11116478169684
Industrial,I01,2,93.76085014606801
Commercial,C01,0,138.55971731966005
Commercial,C01,1,138.25389295790356
Commercial,C01,2,138.29614219393181
Residential,R01,0,345.75867922075076
Residential,R01,1,345.0505531837715
Residential,R01,2,344.040961121723
Industrial,I01,0,94.28262714332004
Industrial,I01,1,94.11116478169868
Industrial,I01,2,93.76085014606831
Commercial,C01,0,138.55971731967267
Commercial,C01,1,138.25389295791612
Commercial,C01,2,138.29614219392127
Residential,R01,0,284.9823587353464
Residential,R01,1,284.5143496391812
Residential,R01,2,283.84334823617365
Industrial,I01,0,138.90532031448703
Industrial,I01,1,138.51345198570615
Industrial,I01,2,137.72335316123875
Commercial,C01,0,190.5263700320725
Commercial,C01,1,189.92337349600774
Commercial,C01,2,190.00482861199876
Residential,R01,0,284.98235873533406
Residential,R01,1,284.5143496392109
Residential,R01,2,283.843348236165
Industrial,I01,0,138.90532031448623
Industrial,I01,1,138.5134519857066
Industrial,I01,2,137.7233531612406
Commercial,C01,0,190.52637003207005
Commercial,C01,1,189.92337349601482
Commercial,C01,2,190.0048286120138
Residential,R01,0,284.98235873535134
Residential,R01,1,284.514349639249
Residential,R01,2,283.84334823614665
Industrial,I01,0,138.90532031448578
Industrial,I01,1,138.51345198570527
Industrial,I01,2,137.72335316123957
Commercial,C01,0,190.52637003207306
Commercial,C01,1,189.9233734960021
Commercial,C01,2,190.00482861200206
Residential,R01,0,284.9823587353879
Residential,R01,1,284.5143496392045
Residential,R01,2,283.84334823616933
Industrial,I01,0,138.90532031448564
Industrial,I01,1,138.51345198570613
Industrial,I01,2,137.7233531612382
Commercial,C01,0,190.52637003207454
Commercial,C01,1,189.92337349601098
Commercial,C01,2,190.0048286120073
Residential,R01,0,284.98235873534395
Residential,R01,1,284.51434963917717
Residential,R01,2,283.8433482361657
Industrial,I01,0,138.9053203144846
Industrial,I01,1,138.51345198570615
Industrial,I01,2,137.72335316123912
Commercial,C01,0,190.52637003206402
Commercial,C01,1,189.9233734960219
Commercial,C01,2,190.0048286119931
Residential,R01,0,270.3280955915425
Residential,R01,1,269.909748827912
Residential,R01,2,269.3090658643839
Industrial,I01,0,186.59376790446143
Industrial,I01,1,185.84638594373783
Industrial,I01,2,184.35708729225243
Commercial,C01,0,245.60121046631784
Commercial,C01,1,244.55191195340726
Commercial,C01,2,244.69009031380753
Residential,R01,0,270.32809559153725
Residential,R01,1,269.90974882797855
Residential,R01,2,269.3090658643686
Industrial,I01,0,186.59376790446103
Industrial,I01,1,185.8463859437369
Industrial,I01,2,184.3570872922508
Commercial,C01,0,245.60121046633708
Commercial,C01,1,244.55191195342704
Commercial,C01,2,244.6900903138262
Residential,R01,0,270.32809559151053
Residential,R01,1,269.9097488279677
Residential,R01,2,269.30906586442023
Industrial,I01,0,186.59376790446143
Industrial,I01,1,185.84638594373646
Industrial,I01,2,184.3570872922534
Commercial,C01,0,245.6012104663139
Commercial,C01,1,244.5519119534217
Commercial,C01,2,244.69009031382134
Residential,R01,0,270.328095591528
Residential,R01,1,269.9097488279018
Residential,R01,2,269.3090658644081
Industrial,I01,0,186.59376790446
Industrial,I01,1,185.84638594373868
Industrial,I01,2,184.35708729225138
Commercial,C01,0,245.6012104663177
Commercial,C01,1,244.55191195342147
Commercial,C01,2,244.69009031384573
Residential,R01,0,270.3280955915199
Residential,R01,1,269.9097488278896
Residential,R01,2,269.3090658643785
Industrial,I01,0,186.5937679044592
Industrial,I01,1,185.8463859437369
Industrial,I01,2,184.35708729224984
Commercial,C01,0,245.60121046631778
Commercial,C01,1,244.55191195342442
Commercial,C01,2,244.69009031383192
Residential,R01,0,283.815402371871
Residential,R01,1,283.3514866989668
Residential,R01,2,282.68610989879215
Industrial,I01,0,218.77391948464657
Industrial,I01,1,217.70717635613548
Industrial,I01,2,215.5952125358604
Commercial,C01,0,354.2059286431844
Commercial,C01,1,351.80169619400186
Commercial,C01,2,352.1012361863355
Residential,R01,0,283.81540237187863
Residential,R01,1,283.3514866990119
Residential,R01,2,282.68610989879767
Industrial,I01,0,218.77391948464495
Industrial,I01,1,217.70717635613556
Industrial,I01,2,215.59521253585953
Commercial,C01,0,354.20592864316956
Commercial,C01,1,351.801696194013
Commercial,C01,2,352.1012361863389
Residential,R01,0,283.81540237187403
Residential,R01,1,283.3514866990528
Residential,R01,2,282.68610989873616
Industrial,I01,0,218.77391948464333
Industrial,I01,1,217.70717635613553
Industrial,I01,2,215.59521253585888
Commercial,C01,0,354.20592864317763
Commercial,C01,1,351.8016961940128
Commercial,C01,2,352.1012361863449
Residential,R01,0,283.81540237186476
Residential,R01,1,283.35148669898956
Residential,R01,2,282.68610989876197
Industrial,I01,0,218.77391948464737
Industrial,I01,1,217.7071763561355
Industrial,I01,2,215.59521253585936
Commercial,C01,0,354.2059286431742
Commercial,C01,1,351.8016961940004
Commercial,C01,2,352.101236186336
Residential,R01,0,283.815402371862
Residential,R01,1,283.35148669897404
Residential,R01,2,282.68610989881023
Industrial,I01,0,218.77391948464614
Industrial,I01,1,217.7071763561356
Industrial,I01,2,215.59521253586024
Commercial,C01,0,354.20592864318024
Commercial,C01,1,351.80169619400186
Commercial,C01,2,352.10123618633315
Residential,R01,0,284.9901227834127
Residential,R01,1,284.5221159383258
Residential,R01,2,283.8509190506053
Industrial,I01,0,227.30502971880645
Industrial,I01,1,226.1419053113244
Industrial,I01,2,223.8426116145884
Commercial,C01,0,372.43096159086775
Commercial,C01,1,369.7272080589268
Commercial,C01,2,370.06066242660506
Residential,R01,0,284.9901227834027
Residential,R01,1,284.5221159383432
Residential,R01,2,283.8509190505657
Industrial,I01,0,227.30502971880057
Industrial,I01,1,226.14190531132343
Industrial,I01,2,223.84261161458704
Commercial,C01,0,372.4309615908807
Commercial,C01,1,369.7272080589012
Commercial,C01,2,370.06066242660336
Residential,R01,0,284.990122783433
Residential,R01,1,284.5221159383375
Residential,R01,2,283.8509190505728
Industrial,I01,0,227.30502971880642
Industrial,I01,1,226.14190531132255
Industrial,I01,2,223.84261161458957
Commercial,C01,0,372.43096159087105
Commercial,C01,1,369.72720805892345
Commercial,C01,2,370.0606624265984
Residential,R01,0,284.9901227833874
Residential,R01,1,284.522115938335
Residential,R01,2,283.8509190505691
Industrial,I01,0,227.3050297188024
Industrial,I01,1,226.14190531132434
Industrial,I01,2,223.8426116145879
Commercial,C01,0,372.4309615908756
Commercial,C01,1,369.72720805890316
Commercial,C01,2,370.0606624266001
Residential,R01,0,284.9901227833893
Residential,R01,1,284.5221159383538
Residential,R01,2,283.8509190505901
Industrial,I01,0,227.3050297188054
Industrial,I01,1,226.14190531132525
Industrial,I01,2,223.8426116145887
Commercial,C01,0,372.4309615908665
Commercial,C01,1,369.72720805890714
Commercial,C01,2,370.06066242660665
Residential,R01,0,284.9902400332004
Residential,R01,1,284.5222162335833
Residential,R01,2,283.85102627175087
Industrial,I01,0,212.62779377425272
Industrial,I01,1,211.62735266411076
Industrial,I01,2,209.64437555914645
Commercial,C01,0,392.70712976903445
Commercial,C01,1,389.6423984586871
Commercial,C01,2,390.01604734695815
Residential,R01,0,284.99024003317305
Residential,R01,1,284.52221623353694
Residential,R01,2,283.85102627169704
Industrial,I01,0,212.6277937742552
Industrial,I01,1,211.6273526641108
Industrial,I01,2,209.64437555914597
Commercial,C01,0,392.7071297690396
Commercial,C01,1,389.6423984586856
Commercial,C01,2,390.0160473469492
Residential,R01,0,284.9902400332075
Residential,R01,1,284.52221623350715
Residential,R01,2,283.85102627175365
Industrial,I01,0,212.62779377425375
Industrial,I01,1,211.62735266410942
Industrial,I01,2,209.64437555914637
Commercial,C01,0,392.7071297690336
Commercial,C01,1,389.6423984586899
Commercial,C01,2,390.01604734694433
Residential,R01,0,284.99024003320187
Residential,R01,1,284.52221623354444
Residential,R01,2,283.85102627167504
Industrial,I01,0,212.62779377425292
Industrial,I01,1,211.6273526641108
Industrial,I01,2,209.64437555914876
Commercial,C01,0,392.7071297690498
Commercial,C01,1,389.6423984586836
Commercial,C01,2,390.0160473469379
Residential,R01,0,284.9902400332046
Residential,R01,1,284.5222162335094
Residential,R01,2,283.8510262717142
Industrial,I01,0,212.62779377425335
Industrial,I01,1,211.62735266411033
Industrial,I01,2,209.64437555914623
Commercial,C01,0,392.7071297690391
Commercial,C01,1,389.6423984586972
Commercial,C01,2,390.0160473469477
Residential,R01,0,315.5966635264485
Residential,R01,1,315.0147534544552
Residential,R01,2,314.1825655598978
Industrial,I01,0,219.10898285045891
Industrial,I01,1,218.03854227606868
Industrial,I01,2,215.91935498722736
Commercial,C01,0,402.3306319813821
Commercial,C01,1,399.08390808013536
