Bus Type,Bus,Phase,Current (A)
Residential,R01,2,353.65445646719354
Industrial,I01,0,45.793400340084155
Industrial,I01,1,42.76709548105345
Industrial,I01,2,28.481271297768707
Commercial,C01,0,169.8486000480784
Commercial,C01,1,172.19310570613214
Commercial,C01,2,181.5818572645397
Residential,R01,0,377.34793167699934
Residential,R01,1,331.6943713457239
Residential,R01,2,353.6544564671747
Industrial,I01,0,45.793400340062526
Industrial,I01,1,42.76709548102694
Industrial,I01,2,28.48127129774145
Commercial,C01,0,169.84860004808527
Commercial,C01,1,172.19310570614292
Commercial,C01,2,181.58185726453505
Residential,R01,0,377.3479316769924
Residential,R01,1,331.6943713457411
Residential,R01,2,353.6544564671692
Industrial,I01,0,45.793400340057644
Industrial,I01,1,42.767095481021094
Industrial,I01,2,28.481271297735976
Commercial,C01,0,169.848600048085
Commercial,C01,1,172.19310570615065
Commercial,C01,2,181.58185726453863
Residential,R01,0,388.4198530376782
Residential,R01,1,340.3418101616649
Residential,R01,2,363.07074958215446
Industrial,I01,0,43.595174782384454
Industrial,I01,1,40.738812961888215
Industrial,I01,2,27.119684253627312
Commercial,C01,0,169.05501061364242
Commercial,C01,1,171.54296413470783
Commercial,C01,2,180.612814450478
Residential,R01,0,388.4198530377001
Residential,R01,1,340.3418101616841
Residential,R01,2,363.07074958213826
Industrial,I01,0,43.59517478235757
Industrial,I01,1,40.73881296185538
Industrial,I01,2,27.11968425359392
Commercial,C01,0,169.05501061365442
Commercial,C01,1,171.5429641347231
Commercial,C01,2,180.61281445049494
Residential,R01,0,388.4198530377029
Residential,R01,1,340.34181016170874
Residential,R01,2,363.07074958216725
Industrial,I01,0,43.59517478236901
Industrial,I01,1,40.73881296186723
Industrial,I01,2,27.119684253606607
Commercial,C01,0,169.05501061363648
Commercial,C01,1,171.54296413471505
Commercial,C01,2,180.61281445048004
Residential,R01,0,388.4198530377017
Residential,R01,1,340.3418101616853
Residential,R01,2,363.07074958214275
Industrial,I01,0,43.5951747823919
Industrial,I01,1,40.738812961893984
Industrial,I01,2,27.11968425363345
Commercial,C01,0,169.05501061364174
Commercial,C01,1,171.54296413470078
Commercial,C01,2,180.6128144504726
Residential,R01,0,388.4198530376738
Residential,R01,1,340.3418101616533
Residential,R01,2,363.07074958212337
Industrial,I01,0,43.5951747823868
Industrial,I01,1,40.73881296188939
Industrial,I01,2,27.119684253627995
Commercial,C01,0,169.05501061363796
Commercial,C01,1,171.54296413470482
Commercial,C01,2,180.61281445047757
Residential,R01,0,378.08485599769926
Residential,R01,1,331.8604251548518
Residential,R01,2,353.920560667125
Industrial,I01,0,48.24070208228506
Industrial,I01,1,46.7309625419446
Industrial,I01,2,33.82869154368714
Commercial,C01,0,165.83674592145098
Commercial,C01,1,168.37562047931016
Commercial,C01,2,177.0952662032243
Residential,R01,0,378.08485599769665
Residential,R01,1,331.8604251548421
Residential,R01,2,353.92056066710643
Industrial,I01,0,48.24070208227581
Industrial,I01,1,46.730962541934616
Industrial,I01,2,33.82869154367762
Commercial,C01,0,165.8367459214529
Commercial,C01,1,168.37562047931502
Commercial,C01,2,177.09526620322077
Residential,R01,0,378.084855997694
Residential,R01,1,331.86042515484394
Residential,R01,2,353.9205606671578
Industrial,I01,0,48.24070208229875
Industrial,I01,1,46.73096254196028
Industrial,I01,2,33.82869154370261
Commercial,C01,0,165.8367459214512
Commercial,C01,1,168.37562047930894
Commercial,C01,2,177.09526620321404
Residential,R01,0,378.0848559977134
Residential,R01,1,331.8604251548667
Residential,R01,2,353.92056066712775
Industrial,I01,0,48.24070208226341
Industrial,I01,1,46.7309625419191
Industrial,I01,2,33.828691543660824
Commercial,C01,0,165.83674592146343
Commercial,C01,1,168.37562047932005
Commercial,C01,2,177.0952662032393
Residential,R01,0,378.08485599770995
Residential,R01,1,331.8604251548565
Residential,R01,2,353.92056066714036
Industrial,I01,0,48.240702082275334
Industrial,I01,1,46.73096254193298
Industrial,I01,2,33.82869154367486
Commercial,C01,0,165.83674592145724
Commercial,C01,1,168.37562047931567
Commercial,C01,2,177.0952662032147
Residential,R01,0,366.4077904688053
Residential,R01,1,322.4709879357549
Residential,R01,2,343.75157533292645
Industrial,I01,0,52.05030551506362
Industrial,I01,1,51.321055410353964
Industrial,I01,2,39.10324017874658
Commercial,C01,0,165.90080381524575
Commercial,C01,1,168.24647769019467
Commercial,C01,2,177.32229521491377
Residential,R01,0,366.4077904688301
Residential,R01,1,322.470987935769
Residential,R01,2,343.7515753329176
Industrial,I01,0,52.050305515026594
Industrial,I01,1,51.3210554103117
Industrial,I01,2,39.10324017870479
Commercial,C01,0,165.90080381525468
Commercial,C01,1,168.2464776902041
Commercial,C01,2,177.3222952149239
Residential,R01,0,366.40779046881323
Residential,R01,1,322.47098793575094
Residential,R01,2,343.751575332921
Industrial,I01,0,52.05030551504558
Industrial,I01,1,51.32105541033447
Industrial,I01,2,39.10324017872752
Commercial,C01,0,165.90080381525007
Commercial,C01,1,168.24647769019347
Commercial,C01,2,177.3222952149271
Residential,R01,0,366.40779046882733
Residential,R01,1,322.4709879357579
Residential,R01,2,343.7515753329509
Industrial,I01,0,52.05030551502705
Industrial,I01,1,51.32105541031381
Industrial,I01,2,39.10324017870431
Commercial,C01,0,165.90080381526363
Commercial,C01,1,168.24647769020908
Commercial,C01,2,177.3222952149271
Residential,R01,0,366.40779046882386
Residential,R01,1,322.4709879357861
Residential,R01,2,343.7515753329454
Industrial,I01,0,52.05030551502206
Industrial,I01,1,51.32105541030624
Industrial,I01,2,39.10324017870115
Commercial,C01,0,165.90080381525334
Commercial,C01,1,168.24647769020817
Commercial,C01,2,177.32229521492664
Residential,R01,0,356.7845095032022
Residential,R01,1,314.7168676635899
Residential,R01,2,335.3562564817049
Industrial,I01,0,55.43923658178143
Industrial,I01,1,55.19652721438339
Industrial,I01,2,43.632556938256236
Commercial,C01,0,166.03730522098385
Commercial,C01,1,168.20452908540085
Commercial,C01,2,177.60078132079474
Residential,R01,0,356.784509503191
Residential,R01,1,314.7168676635581
Residential,R01,2,335.3562564816914
Industrial,I01,0,55.43923658180549
Industrial,I01,1,55.19652721440655
Industrial,I01,2,43.63255693828173
Commercial,C01,0,166.03730522097587
Commercial,C01,1,168.20452908539195
Commercial,C01,2,177.6007813207896
Residential,R01,0,356.78450950319575
Residential,R01,1,314.71686766358755
Residential,R01,2,335.3562564817314
Industrial,I01,0,55.43923658178053
Industrial,I01,1,55.196527214380815
Industrial,I01,2,43.63255693825673
Commercial,C01,0,166.03730522099605
Commercial,C01,1,168.20452908540108
Commercial,C01,2,177.60078132080687
Residential,R01,0,356.78450950320627
Residential,R01,1,314.716867663547
Residential,R01,2,335.3562564816891
Industrial,I01,0,55.43923658179198
Industrial,I01,1,55.19652721439033
Industrial,I01,2,43.632556938266696
Commercial,C01,0,166.03730522098618
Commercial,C01,1,168.2045290853933
Commercial,C01,2,177.60078132079474
Residential,R01,0,356.78450950318245
Residential,R01,1,314.71686766354554
Residential,R01,2,335.35625648170867
Industrial,I01,0,55.43923658180009
Industrial,I01,1,55.19652721439992
Industrial,I01,2,43.63255693827673
Commercial,C01,0,166.0373052209745
Commercial,C01,1,168.20452908538573
Commercial,C01,2,177.60078132079607
Residential,R01,0,358.44203458662935
Residential,R01,1,316.4477406377193
Residential,R01,2,337.14988333998963
Industrial,I01,0,51.64531831647794
Industrial,I01,1,50.5421301534662
Industrial,I01,2,37.5950403744982
Commercial,C01,0,169.9820064707697
Commercial,C01,1,171.97239021836387
Commercial,C01,2,181.96668011619477
Residential,R01,0,358.4420345866331
Residential,R01,1,316.4477406377421
Residential,R01,2,337.14988333999736
Industrial,I01,0,51.64531831646905
Industrial,I01,1,50.542130153454856
Industrial,I01,2,37.595040374485755
Commercial,C01,0,169.98200647076683
Commercial,C01,1,171.9723902183637
Commercial,C01,2,181.96668011621006
Residential,R01,0,358.44203458661394
Residential,R01,1,316.4477406377245
Residential,R01,2,337.14988334000844
Industrial,I01,0,51.64531831648714
Industrial,I01,1,50.542130153475995
Industrial,I01,2,37.59504037450752
Commercial,C01,0,169.98200647075913
Commercial,C01,1,171.97239021835884
Commercial,C01,2,181.96668011620488
Residential,R01,0,358.4420345866166
Residential,R01,1,316.4477406377281
Residential,R01,2,337.1498833399818
Industrial,I01,0,51.645318316503506
Industrial,I01,1,50.54213015349424
Industrial,I01,2,37.5950403745262
Commercial,C01,0,169.98200647076038
Commercial,C01,1,171.97239021834952
Commercial,C01,2,181.96668011620554
Residential,R01,0,358.4420345866523
Residential,R01,1,316.44774063772746
Residential,R01,2,337.14988334004676
Industrial,I01,0,51.64531831645736
Industrial,I01,1,50.54213015344362
Industrial,I01,2,37.59504037447573
Commercial,C01,0,169.98200647077337
Commercial,C01,1,171.9723902183732
Commercial,C01,2,181.96668011621034
Residential,R01,0,350.1350652313998
Residential,R01,1,310.45371885817815
Residential,R01,2,330.5166455146935
Industrial,I01,0,50.39809639342371
Industrial,I01,1,47.093744428921156
Industrial,I01,2,31.502441017312808
Commercial,C01,0,174.02616313873415
Commercial,C01,1,175.78834691123694
Commercial,C01,2,186.4512456681995
Residential,R01,0,350.13506523139114
Residential,R01,1,310.4537188581767
Residential,R01,2,330.5166455146716
Industrial,I01,0,50.39809639344016
Industrial,I01,1,47.09374442894207
Industrial,I01,2,31.502441017333332
Commercial,C01,0,174.02616313872
Commercial,C01,1,175.7883469112277
Commercial,C01,2,186.45124566818797
Residential,R01,0,350.1350652313786
Residential,R01,1,310.45371885818207
Residential,R01,2,330.51664551468934
Industrial,I01,0,50.39809639342762
Industrial,I01,1,47.093744428924666
Industrial,I01,2,31.502441017316013
Commercial,C01,0,174.026163138729
Commercial,C01,1,175.78834691123447
Commercial,C01,2,186.45124566820726
Residential,R01,0,350.1350652313989
Residential,R01,1,310.45371885818076
Residential,R01,2,330.51664551470066
Industrial,I01,0,50.3980963934199
Industrial,I01,1,47.09374442891501
Industrial,I01,2,31.50244101730742
Commercial,C01,0,174.02616313873733
Commercial,C01,1,175.78834691124055
Commercial,C01,2,186.45124566819723
Residential,R01,0,350.1350652313646
Residential,R01,1,310.45371885816127
Residential,R01,2,330.516645514696
Industrial,I01,0,50.39809639344278
Industrial,I01,1,47.093744428943225
Industrial,I01,2,31.502441017335585
Commercial,C01,0,174.0261631387155
Commercial,C01,1,175.78834691122375
Commercial,C01,2,186.4512456681756
Residential,R01,0,369.2646219146877
Residential,R01,1,327.73932762254566
Residential,R01,2,348.8494072682478
Industrial,I01,0,44.726945329932214
Industrial,I01,1,20.05382971100291
Industrial,I01,2,1.7113272651800542
Commercial,C01,0,197.28569560604038
Commercial,C01,1,197.7375261121285
Commercial,C01,2,211.91613149253845
Residential,R01,0,369.26462191466015
Residential,R01,1,327.7393276225145
Residential,R01,2,348.8494072682471
Industrial,I01,0,44.726945329930885
Industrial,I01,1,20.053829710994375
Industrial,I01,2,1.7113272651876197
Commercial,C01,0,197.2856956060552
Commercial,C01,1,197.73752611213342
Commercial,C01,2,211.91613149255465
Residential,R01,0,369.2646219146768
Residential,R01,1,327.7393276225369
Residential,R01,2,348.8494072682591
Industrial,I01,0,44.72694532992374
Industrial,I01,1,20.053829710970998
Industrial,I01,2,1.7113272652124902
Commercial,C01,0,197.28569560606303
Commercial,C01,1,197.73752611213766
Commercial,C01,2,211.9161314925624
Residential,R01,0,369.26462191466834
Residential,R01,1,327.73932762252514
Residential,R01,2,348.84940726823356
Industrial,I01,0,44.72694532993062
Industrial,I01,1,20.05382971100016
Industrial,I01,2,1.7113272651824298
Commercial,C01,0,197.28569560604822
Commercial,C01,1,197.7375261121256
Commercial,C01,2,211.91613149255164
Residential,R01,0,369.2646219146628
Residential,R01,1,327.7393276225198
Residential,R01,2,348.8494072682277
Industrial,I01,0,44.726945329930274
Industrial,I01,1,20.053829710994762
Industrial,I01,2,1.7113272651892277
Commercial,C01,0,197.28569560605717
Commercial,C01,1,197.737526112133
Commercial,C01,2,211.91613149255795
Residential,R01,0,338.9204694798319
Residential,R01,1,306.1368078385947
Residential,R01,2,324.849658727649
Industrial,I01,0,65.01779458098407
Industrial,I01,1,2.779239024347164
Industrial,I01,2,27.367122174255687
Commercial,C01,0,225.92691197953036
Commercial,C01,1,223.5657869594039
Commercial,C01,2,242.92524629299587
Residential,R01,0,338.92046947983175
Residential,R01,1,306.13680783862895
Residential,R01,2,324.8496587276457
Industrial,I01,0,65.01779458097971
Industrial,I01,1,2.779239024371434
Industrial,I01,2,27.36712217423027
Commercial,C01,0,225.92691197952016
Commercial,C01,1,223.5657869594016
Commercial,C01,2,242.92524629297267
Residential,R01,0,338.9204694798165
Residential,R01,1,306.13680783862725
Residential,R01,2,324.8496587276472
Industrial,I01,0,65.0177945809864
Industrial,I01,1,2.779239024334072
Industrial,I01,2,27.36712217426945
Commercial,C01,0,225.92691197953263
Commercial,C01,1,223.56578695941914
Commercial,C01,2,242.9252462929912
Residential,R01,0,338.9204694798093
Residential,R01,1,306.13680783859286
Residential,R01,2,324.8496587276428
Industrial,I01,0,65.0177945809774
Industrial,I01,1,2.77923902437305
Industrial,I01,2,27.367122174228484
Commercial,C01,0,225.92691197952215
Commercial,C01,1,223.56578695940476
Commercial,C01,2,242.92524629297796
Residential,R01,0,338.9204694798156
Residential,R01,1,306.1368078386328
Residential,R01,2,324.8496587276508
Industrial,I01,0,65.01779458098349
Industrial,I01,1,2.7792390243350287
Industrial,I01,2,27.367122174266203
Commercial,C01,0,225.92691197953465
Commercial,C01,1,223.56578695941369
Commercial,C01,2,242.9252462929937
Residential,R01,0,340.93882310892093
Residential,R01,1,310.58207039370217
Residential,R01,2,329.05700625582216
Industrial,I01,0,98.46280318563599
Industrial,I01,1,27.91058849473676
Industrial,I01,2,66.70858984609819
Commercial,C01,0,259.8947078403913
Commercial,C01,1,254.36871451841373
Commercial,C01,2,279.1238136946786
Residential,R01,0,340.9388231089029
Residential,R01,1,310.5820703936892
Residential,R01,2,329.0570062558287
Industrial,I01,0,98.4628031856351
Industrial,I01,1,27.9105884947357
Industrial,I01,2,66.70858984609416
Commercial,C01,0,259.8947078403932
Commercial,C01,1,254.36871451841463
Commercial,C01,2,279.12381369467187
Residential,R01,0,340.93882310892
Residential,R01,1,310.5820703937054
Residential,R01,2,329.05700625582415
Industrial,I01,0,98.46280318563787
Industrial,I01,1,27.91058849474161
Industrial,I01,2,66.7085898460987
Commercial,C01,0,259.89470784039446
Commercial,C01,1,254.36871451841623
Commercial,C01,2,279.12381369467516
Residential,R01,0,340.93882310890785
Residential,R01,1,310.5820703937201
Residential,R01,2,329.05700625585087
Industrial,I01,0,98.46280318565465
Industrial,I01,1,27.91058849477173
Industrial,I01,2,66.70858984613324
Commercial,C01,0,259.8947078403924
Commercial,C01,1,254.3687145184144
Commercial,C01,2,279.12381369467505
Residential,R01,0,340.93882310893383
Residential,R01,1,310.58207039371774
Residential,R01,2,329.0570062558469
Industrial,I01,0,98.46280318564067
Industrial,I01,1,27.910588494745294
Industrial,I01,2,66.70858984610682
Commercial,C01,0,259.8947078403816
Commercial,C01,1,254.36871451839932
Commercial,C01,2,279.12381369467244
Residential,R01,0,365.0747213894575
Residential,R01,1,333.4438049105548
Residential,R01,2,353.0904382260831
Industrial,I01,0,142.1732157290342
Industrial,I01,1,74.99327247326231
Industrial,I01,2,119.71635603992836
Commercial,C01,0,322.2754109478994
Commercial,C01,1,309.36198010078436
Commercial,C01,2,344.52658560641174
Residential,R01,0,365.07472138945013
Residential,R01,1,333.4438049105283
Residential,R01,2,353.0904382260971
Industrial,I01,0,142.17321572900835
Industrial,I01,1,74.99327247322815
Industrial,I01,2,119.71635603989243
Commercial,C01,0,322.275410947886
Commercial,C01,1,309.3619801007724
Commercial,C01,2,344.52658560638355
Residential,R01,0,365.0747213894342
Residential,R01,1,333.4438049105544
Residential,R01,2,353.09043822604815
Industrial,I01,0,142.17321572900528
Industrial,I01,1,74.99327247322387
Industrial,I01,2,119.71635603988875
Commercial,C01,0,322.2754109478865
Commercial,C01,1,309.36198010076953
Commercial,C01,2,344.52658560638616
Residential,R01,0,365.07472138943433
Residential,R01,1,333.44380491052647
Residential,R01,2,353.0904382260571
Industrial,I01,0,142.17321572900724
Industrial,I01,1,74.99327247322873
Industrial,I01,2,119.7163560398924
Commercial,C01,0,322.2754109478878
Commercial,C01,1,309.36198010077095
Commercial,C01,2,344.5265856063778
Residential,R01,0,365.0747213894671
Residential,R01,1,333.443804910558
Residential,R01,2,353.09043822605673
Industrial,I01,0,142.17321572901372
Industrial,I01,1,74.99327247323751
Industrial,I01,2,119.71635603990237
Commercial,C01,0,322.2754109478963
Commercial,C01,1,309.36198010077607
Commercial,C01,2,344.52658560639327
Residential,R01,0,368.77279458445287
Residential,R01,1,337.08698744525174
Residential,R01,2,356.8936934093817
Industrial,I01,0,151.90417887682494
Industrial,I01,1,83.65323671129872
Industrial,I01,2,129.91279882578448
Commercial,C01,0,332.9524391472564
Commercial,C01,1,318.76333086623777
Commercial,C01,2,355.64364939860224
Residential,R01,0,368.77279458445435
Residential,R01,1,337.08698744526043
Residential,R01,2,356.8936934094221
Industrial,I01,0,151.90417887684384
Industrial,I01,1,83.65323671131901
Industrial,I01,2,129.91279882580565
Commercial,C01,0,332.95243914726115
Commercial,C01,1,318.7633308662506
Commercial,C01,2,355.64364939860354
Residential,R01,0,368.77279458443076
Residential,R01,1,337.0869874452275
Residential,R01,2,356.89369340941215
Industrial,I01,0,151.90417887681824
Industrial,I01,1,83.65323671128648
Industrial,I01,2,129.91279882577373
Commercial,C01,0,332.95243914724597
Commercial,C01,1,318.76333086622964
Commercial,C01,2,355.6436493985956
Residential,R01,0,368.77279458447
Residential,R01,1,337.0869874452709
Residential,R01,2,356.8936934094121
Industrial,I01,0,151.90417887683984
Industrial,I01,1,83.65323671131677
Industrial,I01,2,129.9127988258025
Commercial,C01,0,332.95243914725364
Commercial,C01,1,318.7633308662434
Commercial,C01,2,355.6436493985978
Residential,R01,0,368.77279458445514
Residential,R01,1,337.0869874452274
Residential,R01,2,356.893693409382
Industrial,I01,0,151.9041788767994
Industrial,I01,1,83.65323671126207
Industrial,I01,2,129.91279882574605
Commercial,C01,0,332.95243914723244
Commercial,C01,1,318.76333086622253
Commercial,C01,2,355.643649398586
Residential,R01,0,368.6237988108669
Residential,R01,1,336.93206111330807
Residential,R01,2,356.7322960097035
Industrial,I01,0,146.74897152244304
Industrial,I01,1,84.11633230867355
Industrial,I01,2,127.80140133610936
Commercial,C01,0,342.010492518767
Commercial,C01,1,326.0594877847517
Commercial,C01,2,364.8456390065006
Residential,R01,0,368.6237988108971
Residential,R01,1,336.9320611133124
Residential,R01,2,356.73229600970564
Industrial,I01,0,146.7489715224748
Industrial,I01,1,84.11633230871149
Industrial,I01,2,127.80140133614773
Commercial,C01,0,342.01049251877714
Commercial,C01,1,326.05948778476966
Commercial,C01,2,364.8456390065107
Residential,R01,0,368.62379881088964
Residential,R01,1,336.93206111331807
Residential,R01,2,356.7322960097493
Industrial,I01,0,146.74897152245882
Industrial,I01,1,84.11633230869198
Industrial,I01,2,127.80140133612873
Commercial,C01,0,342.0104925187719
Commercial,C01,1,326.0594877847605
Commercial,C01,2,364.8456390065023
Residential,R01,0,368.6237988108852
Residential,R01,1,336.9320611133051
Residential,R01,2,356.7322960097021
Industrial,I01,0,146.7489715224528
Industrial,I01,1,84.11633230868279
Industrial,I01,2,127.8014013361214
Commercial,C01,0,342.01049251877316
Commercial,C01,1,326.0594877847593
Commercial,C01,2,364.8456390065049
Residential,R01,0,368.62379881089765
Residential,R01,1,336.9320611133167
Residential,R01,2,356.7322960096989
Industrial,I01,0,146.74897152246285
Industrial,I01,1,84.11633230869356
Industrial,I01,2,127.8014013361323
Commercial,C01,0,342.01049251878464
Commercial,C01,1,326.0594877847699
Commercial,C01,2,364.84563900650693
Residential,R01,0,391.55019869485756
Residential,R01,1,355.8166343093338
Residential,R01,2,377.1139801508546
Industrial,I01,0,159.49594276421655
Industrial,I01,1,97.24071252089492
Industrial,I01,2,142.13146887211852
Commercial,C01,0,349.89343969424436
Commercial,C01,1,333.52315660569724
Commercial,C01,2,373.20167706045345
Residential,R01,0,391.5501986948574
Residential,R01,1,355.8166343093289
Residential,R01,2,377.1139801508793
Industrial,I01,0,159.4959427642195
Industrial,I01,1,97.24071252089973
Industrial,I01,2,142.13146887212162
Commercial,C01,0,349.8934396942489
Commercial,C01,1,333.5231566057021
Commercial,C01,2,373.20167706046124
Residential,R01,0,391.5501986948779
Residential,R01,1,355.8166343093263
Residential,R01,2,377.1139801508467
Industrial,I01,0,159.4959427642165
Industrial,I01,1,97.24071252089551
Industrial,I01,2,142.1314688721171
Commercial,C01,0,349.8934396942472
Commercial,C01,1,333.52315660570343
Commercial,C01,2,373.20167706046186
Residential,R01,0,391.5501986949004
Residential,R01,1,355.8166343093254
Residential,R01,2,377.1139801509089
Industrial,I01,0,159.49594276423386
Industrial,I01,1,97.24071252091868
Industrial,I01,2,142.1314688721384
Commercial,C01,0,349.8934396942483
Commercial,C01,1,333.52315660571224
Commercial,C01,2,373.2016770604618
Residential,R01,0,391.5501986948766
Residential,R01,1,355.8166343093356
Residential,R01,2,377.11398015086667
Industrial,I01,0,159.4959427642196
Industrial,I01,1,97.240712520899
Industrial,I01,2,142.13146887211948
Commercial,C01,0,349.89343969424715
Commercial,C01,1,333.52315660570383
Commercial,C01,2,373.2016770604578
Residential,R01,0,411.9127217077178
Residential,R01,1,372.1849915305596
Residential,R01,2,394.86100948275254
Industrial,I01,0,165.6751430948036
Industrial,I01,1,104.84850308305641
Industrial,I01,2,149.77713563975823
Commercial,C01,0,351.7078832409082
Commercial,C01,1,335.6036647230562
