Bus Type,Bus,Phase,Current (A)
Residential,R01,0,372.54298796397177
Residential,R01,1,374.79753832852526
Residential,R01,2,383.24537341729115
Industrial,I01,0,66.71582666918503
Industrial,I01,1,65.06805821819212
Industrial,I01,2,61.498491559449135
Commercial,C01,0,163.1234629460667
Commercial,C01,1,166.38901375960543
Commercial,C01,2,166.78288397162257
Residential,R01,0,372.5429879639777
Residential,R01,1,374.7975383285392
Residential,R01,2,383.24537341730706
Industrial,I01,0,66.71582666916709
Industrial,I01,1,65.06805821817522
Industrial,I01,2,61.49849155943
Commercial,C01,0,163.1234629460745
Commercial,C01,1,166.38901375961646
Commercial,C01,2,166.78288397162657
Residential,R01,0,372.5429879639701
Residential,R01,1,374.79753832853584
Residential,R01,2,383.24537341729837
Industrial,I01,0,66.7158266691595
Industrial,I01,1,65.06805821816837
Industrial,I01,2,61.49849155942491
Commercial,C01,0,163.1234629460705
Commercial,C01,1,166.38901375962345
Commercial,C01,2,166.7828839716398
Residential,R01,0,372.5429879639678
Residential,R01,1,374.79753832853197
Residential,R01,2,383.2453734173008
Industrial,I01,0,66.71582666916734
Industrial,I01,1,65.06805821817669
Industrial,I01,2,61.49849155943167
Commercial,C01,0,163.12346294607258
Commercial,C01,1,166.3890137596158
Commercial,C01,2,166.78288397163098
Residential,R01,0,362.7335317996123
Residential,R01,1,364.98286393494607
Residential,R01,2,373.27647656943935
Industrial,I01,0,69.60166052690327
Industrial,I01,1,67.90723743099797
Industrial,I01,2,64.3256525603342
Commercial,C01,0,163.596468440985
Commercial,C01,1,166.83350119032806
Commercial,C01,2,167.24454570863494
Residential,R01,0,362.733531799618
Residential,R01,1,364.98286393494124
Residential,R01,2,373.27647656943526
Industrial,I01,0,69.60166052687981
Industrial,I01,1,67.90723743097271
Industrial,I01,2,64.32565256030979
Commercial,C01,0,163.5964684410052
Commercial,C01,1,166.83350119034966
Commercial,C01,2,167.24454570864225
Residential,R01,0,362.7335317996239
Residential,R01,1,364.9828639349304
Residential,R01,2,373.27647656945123
Industrial,I01,0,69.6016605268889
Industrial,I01,1,67.90723743098215
Industrial,I01,2,64.32565256032002
Commercial,C01,0,163.59646844099748
Commercial,C01,1,166.83350119033997
Commercial,C01,2,167.2445457086349
Residential,R01,0,362.7335317996287
Residential,R01,1,364.9828639349518
Residential,R01,2,373.27647656942725
Industrial,I01,0,69.60166052686195
Industrial,I01,1,67.90723743095494
Industrial,I01,2,64.32565256029348
Commercial,C01,0,163.59646844101744
Commercial,C01,1,166.83350119035555
Commercial,C01,2,167.24454570864972
Residential,R01,0,362.7335317996228
Residential,R01,1,364.9828639349432
Residential,R01,2,373.27647656943367
Industrial,I01,0,69.60166052690084
Industrial,I01,1,67.90723743099463
Industrial,I01,2,64.3256525603318
Commercial,C01,0,163.59646844099709
Commercial,C01,1,166.8335011903336
Commercial,C01,2,167.24454570864023
Residential,R01,0,364.30504131944497
Residential,R01,1,366.5855449993922
Residential,R01,2,374.9376102120553
Industrial,I01,0,65.52204170515932
Industrial,I01,1,63.92699616228589
Industrial,I01,2,60.370089429025604
Commercial,C01,0,167.64851686346725
Commercial,C01,1,170.91765147164838
Commercial,C01,2,171.35856777674545
Residential,R01,0,364.3050413194439
Residential,R01,1,366.58554499939976
Residential,R01,2,374.9376102120641
Industrial,I01,0,65.52204170517531
Industrial,I01,1,63.92699616230213
Industrial,I01,2,60.37008942904048
Commercial,C01,0,167.64851686345824
Commercial,C01,1,170.9176514716374
Commercial,C01,2,171.35856777672188
Residential,R01,0,364.3050413194408
Residential,R01,1,366.58554499943284
Residential,R01,2,374.9376102120418
Industrial,I01,0,65.52204170516963
Industrial,I01,1,63.92699616229706
Industrial,I01,2,60.370089429034955
Commercial,C01,0,167.6485168634612
Commercial,C01,1,170.91765147163974
Commercial,C01,2,171.3585677767375
Residential,R01,0,364.30504131941734
Residential,R01,1,366.58554499939316
Residential,R01,2,374.93761021207536
Industrial,I01,0,65.52204170519019
Industrial,I01,1,63.92699616231722
Industrial,I01,2,60.37008942905452
Commercial,C01,0,167.6485168634509
Commercial,C01,1,170.91765147163508
Commercial,C01,2,171.35856777671918
Residential,R01,0,364.3050413194391
Residential,R01,1,366.58554499940044
Residential,R01,2,374.937610212062
Industrial,I01,0,65.52204170516083
Industrial,I01,1,63.9269961622872
Industrial,I01,2,60.37008942902803
Commercial,C01,0,167.64851686346628
Commercial,C01,1,170.91765147163812
Commercial,C01,2,171.35856777673868
Residential,R01,0,355.5103357557721
Residential,R01,1,357.83819920972354
Residential,R01,2,366.10943841336274
Industrial,I01,0,63.198771320628225
Industrial,I01,1,61.81209233865513
Industrial,I01,2,58.3753176181272
Commercial,C01,0,171.94142217815136
Commercial,C01,1,175.2391940861468
Commercial,C01,2,175.71364100780826
Residential,R01,0,355.5103357557808
Residential,R01,1,357.8381992097511
Residential,R01,2,366.1094384133873
Industrial,I01,0,63.198771320626896
Industrial,I01,1,61.81209233865224
Industrial,I01,2,58.37531761812207
Commercial,C01,0,171.9414221781565
Commercial,C01,1,175.23919408614606
Commercial,C01,2,175.7136410078193
Residential,R01,0,355.5103357557744
Residential,R01,1,357.8381992096674
Residential,R01,2,366.10943841332806
Industrial,I01,0,63.19877132067317
Industrial,I01,1,61.81209233869763
Industrial,I01,2,58.375317618169085
Commercial,C01,0,171.94142217813285
Commercial,C01,1,175.239194086136
Commercial,C01,2,175.71364100779138
Residential,R01,0,355.51033575579663
Residential,R01,1,357.83819920974315
Residential,R01,2,366.10943841336007
Industrial,I01,0,63.19877132064158
Industrial,I01,1,61.81209233866473
Industrial,I01,2,58.375317618137565
Commercial,C01,0,171.9414221781463
Commercial,C01,1,175.23919408614606
Commercial,C01,2,175.7136410078115
Residential,R01,0,355.51033575577276
Residential,R01,1,357.8381992097389
Residential,R01,2,366.1094384133622
Industrial,I01,0,63.198771320638016
Industrial,I01,1,61.81209233866451
Industrial,I01,2,58.37531761813492
Commercial,C01,0,171.94142217814428
Commercial,C01,1,175.23919408614933
Commercial,C01,2,175.71364100780286
Residential,R01,0,374.64689319661517
Residential,R01,1,377.1329753360415
Residential,R01,2,385.8687670454447
Industrial,I01,0,53.70904798825623
Industrial,I01,1,53.18044369613145
Industrial,I01,2,51.621885639414195
Commercial,C01,0,195.84671534531896
Commercial,C01,1,199.32082091785838
Commercial,C01,2,199.96956133869747
Residential,R01,0,374.6468931966268
Residential,R01,1,377.13297533605686
Residential,R01,2,385.8687670454435
Industrial,I01,0,53.70904798824897
Industrial,I01,1,53.18044369612201
Industrial,I01,2,51.62188563941035
Commercial,C01,0,195.84671534532572
Commercial,C01,1,199.32082091786017
Commercial,C01,2,199.96956133870322
Residential,R01,0,374.6468931966198
Residential,R01,1,377.13297533603657
Residential,R01,2,385.8687670454066
Industrial,I01,0,53.70904798827268
Industrial,I01,1,53.18044369614463
Industrial,I01,2,51.621885639425976
Commercial,C01,0,195.84671534530546
Commercial,C01,1,199.3208209178395
Commercial,C01,2,199.96956133867792
Residential,R01,0,374.6468931965849
Residential,R01,1,377.1329753360081
Residential,R01,2,385.8687670454222
Industrial,I01,0,53.70904798827822
Industrial,I01,1,53.180443696150576
Industrial,I01,2,51.6218856394333
Commercial,C01,0,195.84671534529227
Commercial,C01,1,199.3208209178363
Commercial,C01,2,199.96956133867388
Residential,R01,0,374.64689319661727
Residential,R01,1,377.13297533604504
Residential,R01,2,385.86876704546097
Industrial,I01,0,53.709047988264636
Industrial,I01,1,53.18044369613734
Industrial,I01,2,51.62188563942068
Commercial,C01,0,195.8467153453058
Commercial,C01,1,199.32082091784252
Commercial,C01,2,199.96956133868366
Residential,R01,0,342.82209906270407
Residential,R01,1,345.51969916864425
Residential,R01,2,354.0018803739049
Industrial,I01,0,71.25719628168504
Industrial,I01,1,71.46979842431645
Industrial,I01,2,72.29967386112018
Commercial,C01,0,226.65477479001623
Commercial,C01,1,230.2391990509682
Commercial,C01,2,231.1445154704984
Residential,R01,0,342.82209906271646
Residential,R01,1,345.51969916862316
Residential,R01,2,354.001880373916
Industrial,I01,0,71.25719628168714
Industrial,I01,1,71.46979842431655
Industrial,I01,2,72.29967386112176
Commercial,C01,0,226.65477479001373
Commercial,C01,1,230.2391990509613
Commercial,C01,2,231.1445154705004
Residential,R01,0,342.8220990627184
Residential,R01,1,345.5196991686487
Residential,R01,2,354.0018803739333
Industrial,I01,0,71.25719628168738
Industrial,I01,1,71.4697984243165
Industrial,I01,2,72.29967386112139
Commercial,C01,0,226.65477479001396
Commercial,C01,1,230.23919905096332
Commercial,C01,2,231.1445154705031
Residential,R01,0,342.8220990627071
Residential,R01,1,345.51969916863055
Residential,R01,2,354.0018803738855
Industrial,I01,0,71.2571962816856
Industrial,I01,1,71.46979842431321
Industrial,I01,2,72.29967386111701
Commercial,C01,0,226.654774790007
Commercial,C01,1,230.23919905095934
Commercial,C01,2,231.14451547049327
Residential,R01,0,342.8220990627038
Residential,R01,1,345.5196991686188
Residential,R01,2,354.0018803738962
Industrial,I01,0,71.2571962816828
Industrial,I01,1,71.46979842431291
Industrial,I01,2,72.29967386111885
Commercial,C01,0,226.65477479000654
Commercial,C01,1,230.23919905095667
Commercial,C01,2,231.14451547049532
Residential,R01,0,344.29046089341654
Residential,R01,1,347.2209369292521
Residential,R01,2,355.97540501072694
Industrial,I01,0,104.47572102278228
Industrial,I01,1,104.989225243686
Industrial,I01,2,107.94305563602688
Commercial,C01,0,262.3535129067211
Commercial,C01,1,266.13027704962946
Commercial,C01,2,267.29895669954715
Residential,R01,0,344.2904608934143
Residential,R01,1,347.22093692927234
Residential,R01,2,355.9754050107122
Industrial,I01,0,104.47572102278272
Industrial,I01,1,104.98922524368187
Industrial,I01,2,107.94305563602501
Commercial,C01,0,262.353512906719
Commercial,C01,1,266.1302770496233
Commercial,C01,2,267.2989566995451
Residential,R01,0,344.2904608934062
Residential,R01,1,347.22093692926546
Residential,R01,2,355.97540501072433
Industrial,I01,0,104.47572102278708
Industrial,I01,1,104.98922524369058
Industrial,I01,2,107.94305563603261
Commercial,C01,0,262.35351290672725
Commercial,C01,1,266.1302770496283
Commercial,C01,2,267.29895669955505
Residential,R01,0,344.29046089340784
Residential,R01,1,347.2209369292635
Residential,R01,2,355.9754050107184
Industrial,I01,0,104.47572102279247
Industrial,I01,1,104.9892252436947
Industrial,I01,2,107.94305563604058
Commercial,C01,0,262.353512906723
Commercial,C01,1,266.13027704962883
Commercial,C01,2,267.29895669955306
Residential,R01,0,344.29046089339704
Residential,R01,1,347.220936929268
Residential,R01,2,355.97540501073917
Industrial,I01,0,104.4757210227745
Industrial,I01,1,104.98922524367696
Industrial,I01,2,107.94305563601762
Commercial,C01,0,262.35351290670786
Commercial,C01,1,266.1302770496126
Commercial,C01,2,267.29895669954374
Residential,R01,0,369.01049049127505
Residential,R01,1,372.24732252736027
Residential,R01,2,381.70490661230565
Industrial,I01,0,148.0164508338077
Industrial,I01,1,148.59685088343548
Industrial,I01,2,153.26878505922318
Commercial,C01,0,328.3414748462764
Commercial,C01,1,332.36029460674024
Commercial,C01,2,334.0351551210269
Residential,R01,0,369.01049049124975
Residential,R01,1,372.2473225273373
Residential,R01,2,381.70490661227643
Industrial,I01,0,148.01645083378304
Industrial,I01,1,148.59685088341
Industrial,I01,2,153.26878505919817
Commercial,C01,0,328.34147484626214
Commercial,C01,1,332.36029460673205
Commercial,C01,2,334.03515512102234
Residential,R01,0,369.0104904912637
Residential,R01,1,372.24732252736294
Residential,R01,2,381.70490661231975
Industrial,I01,0,148.0164508338197
Industrial,I01,1,148.59685088344855
Industrial,I01,2,153.2687850592366
Commercial,C01,0,328.3414748462822
Commercial,C01,1,332.36029460674547
Commercial,C01,2,334.0351551210315
Residential,R01,0,369.0104904912726
Residential,R01,1,372.24732252735714
Residential,R01,2,381.7049066123261
Industrial,I01,0,148.01645083381905
Industrial,I01,1,148.5968508834474
Industrial,I01,2,153.2687850592344
Commercial,C01,0,328.3414748462778
Commercial,C01,1,332.3602946067424
Commercial,C01,2,334.03515512103894
Residential,R01,0,369.0104904912678
Residential,R01,1,372.24732252737005
Residential,R01,2,381.7049066123053
Industrial,I01,0,148.01645083380922
Industrial,I01,1,148.5968508834346
Industrial,I01,2,153.2687850592219
Commercial,C01,0,328.34147484627096
Commercial,C01,1,332.36029460673564
Commercial,C01,2,334.03515512102933
Residential,R01,0,372.7616009316708
Residential,R01,1,376.05729838882036
Residential,R01,2,385.63413309365706
Industrial,I01,0,158.09787052651893
Industrial,I01,1,158.65618150165668
Industrial,I01,2,163.55890710685682
Commercial,C01,0,339.6103399496463
Commercial,C01,1,343.67569618364803
Commercial,C01,2,345.43408469806946
Residential,R01,0,372.76160093166976
Residential,R01,1,376.0572983888102
Residential,R01,2,385.6341330936225
Industrial,I01,0,158.0978705265083
Industrial,I01,1,158.65618150164647
Industrial,I01,2,163.5589071068456
Commercial,C01,0,339.6103399496427
Commercial,C01,1,343.6756961836442
Commercial,C01,2,345.43408469807133
Residential,R01,0,372.7616009316732
Residential,R01,1,376.05729838881905
Residential,R01,2,385.6341330936605
Industrial,I01,0,158.09787052652186
Industrial,I01,1,158.65618150166122
Industrial,I01,2,163.5589071068584
Commercial,C01,0,339.61033994963884
Commercial,C01,1,343.67569618364615
Commercial,C01,2,345.4340846980709
Residential,R01,0,372.7616009316554
Residential,R01,1,376.05729838881024
Residential,R01,2,385.6341330936143
Industrial,I01,0,158.09787052649028
Industrial,I01,1,158.65618150163195
Industrial,I01,2,163.5589071068283
Commercial,C01,0,339.61033994963896
Commercial,C01,1,343.6756961836331
Commercial,C01,2,345.43408469806445
Residential,R01,0,372.7616009316147
Residential,R01,1,376.0572983887923
Residential,R01,2,385.63413309360953
Industrial,I01,0,158.09787052649494
Industrial,I01,1,158.6561815016334
Industrial,I01,2,163.5589071068302
Commercial,C01,0,339.6103399496374
Commercial,C01,1,343.6756961836404
Commercial,C01,2,345.43408469807
Residential,R01,0,372.9111698632972
Residential,R01,1,376.2098750386833
Residential,R01,2,385.79210537239334
Industrial,I01,0,152.30453785697475
Industrial,I01,1,152.93988607537298
Industrial,I01,2,157.82699411450486
Commercial,C01,0,349.5646564441938
Commercial,C01,1,353.60536615929544
Commercial,C01,2,355.4557845174421
Residential,R01,0,372.9111698633
Residential,R01,1,376.2098750386648
Residential,R01,2,385.7921053723828
Industrial,I01,0,152.3045378569502
Industrial,I01,1,152.93988607535235
Industrial,I01,2,157.82699411448462
Commercial,C01,0,349.5646564441901
Commercial,C01,1,353.6053661592837
Commercial,C01,2,355.45578451743444
Residential,R01,0,372.91116986330866
Residential,R01,1,376.20987503870384
Residential,R01,2,385.7921053723778
Industrial,I01,0,152.30453785695755
Industrial,I01,1,152.93988607535962
Industrial,I01,2,157.82699411449238
Commercial,C01,0,349.56465644419524
Commercial,C01,1,353.60536615928623
Commercial,C01,2,355.4557845174275
Residential,R01,0,372.911169863292
Residential,R01,1,376.2098750386865
Residential,R01,2,385.792105372392
Industrial,I01,0,152.3045378569603
Industrial,I01,1,152.9398860753621
Industrial,I01,2,157.82699411449212
Commercial,C01,0,349.5646564441956
Commercial,C01,1,353.6053661592981
Commercial,C01,2,355.4557845174385
Residential,R01,0,372.9111698632926
Residential,R01,1,376.2098750386636
Residential,R01,2,385.79210537234536
Industrial,I01,0,152.30453785695366
Industrial,I01,1,152.93988607535547
Industrial,I01,2,157.8269941144872
Commercial,C01,0,349.56465644419023
Commercial,C01,1,353.60536615929175
Commercial,C01,2,355.45578451743063
Residential,R01,0,396.399875906843
Residential,R01,1,399.7430174901712
Residential,R01,2,409.72999187746905
Industrial,I01,0,163.99065445888778
Industrial,I01,1,164.6172382562627
Industrial,I01,2,169.76257165823733
Commercial,C01,0,357.37033584207546
Commercial,C01,1,361.491150299649
Commercial,C01,2,363.38569912816126
Residential,R01,0,396.399875906818
Residential,R01,1,399.74301749016564
Residential,R01,2,409.72999187748843
Industrial,I01,0,163.99065445887234
Industrial,I01,1,164.6172382562458
Industrial,I01,2,169.76257165822045
Commercial,C01,0,357.37033584207
Commercial,C01,1,361.4911502996425
Commercial,C01,2,363.38569912815655
Residential,R01,0,396.3998759068639
Residential,R01,1,399.74301749018065
Residential,R01,2,409.7299918774978
Industrial,I01,0,163.99065445891515
Industrial,I01,1,164.61723825628957
Industrial,I01,2,169.76257165826368
Commercial,C01,0,357.3703358420883
Commercial,C01,1,361.4911502996608
Commercial,C01,2,363.38569912817064
Residential,R01,0,396.3998759068238
Residential,R01,1,399.7430174901616
Residential,R01,2,409.7299918774488
Industrial,I01,0,163.99065445887413
Industrial,I01,1,164.61723825624816
Industrial,I01,2,169.76257165822156
Commercial,C01,0,357.37033584207364
Commercial,C01,1,361.4911502996471
Commercial,C01,2,363.3856991281509
Residential,R01,0,396.3998759068232
Residential,R01,1,399.7430174901689
Residential,R01,2,409.72999187745785
Industrial,I01,0,163.99065445887587
Industrial,I01,1,164.61723825624938
Industrial,I01,2,169.76257165822463
Commercial,C01,0,357.37033584206705
Commercial,C01,1,361.49115029965157
Commercial,C01,2,363.38569912815274
Residential,R01,0,417.3096076394384
Residential,R01,1,420.6598795404964
Residential,R01,2,430.97115785638675
Industrial,I01,0,168.79441408837906
Industrial,I01,1,169.43327081696842
Industrial,I01,2,174.69191788468206
Commercial,C01,0,358.8079395675827
Commercial,C01,1,362.97764787317146
Commercial,C01,2,364.87073272073656
