Bus Type,Bus,Voltage (V)
Residential,R02,234.6132701721482
Residential,R02,234.6132701722367
Residential,R02,234.61327017211528
Residential,R02,234.61327017220657
Residential,R02,234.61327017214893
Residential,R02,234.61327017217107
Residential,R02,234.6132701721842
Residential,R02,234.6132701721853
Residential,R02,234.61327017217656
Residential,R02,234.6132701721557
Residential,R02,234.6132701720865
Residential,R02,234.6132701721113
Residential,R02,234.45495642463436
Residential,R02,234.4549564246397
Residential,R02,234.45495642466628
Residential,R02,234.45495642465494
Residential,R02,234.4549564247312
Residential,R02,234.60567178893757
Residential,R02,234.60567178894703
Residential,R02,234.60567178896585
Residential,R02,234.60567178878603
Residential,R02,234.6056717888558
Residential,R02,234.77477252844724
Residential,R02,234.77477252831721
Residential,R02,234.77477252834214
Residential,R02,234.77477252849508
Residential,R02,234.774772528338
Residential,R02,234.91416890480104
Residential,R02,234.91416890476856
Residential,R02,234.9141689047689
Residential,R02,234.91416890487812
Residential,R02,234.91416890485527
Residential,R02,234.88742367784525
Residential,R02,234.88742367784965
Residential,R02,234.8874236778708
Residential,R02,234.8874236779483
Residential,R02,234.88742367780924
Residential,R02,235.0022882942641
Residential,R02,235.0022882942328
Residential,R02,235.00228829426229
Residential,R02,235.00228829426462
Residential,R02,235.00228829433019
Residential,R02,234.71277619888085
Residential,R02,234.71277619882818
Residential,R02,234.71277619890347
Residential,R02,234.71277619884734
Residential,R02,234.71277619875366
Residential,R02,235.13344900342554
Residential,R02,235.13344900348991
Residential,R02,235.13344900333124
Residential,R02,235.133449003451
Residential,R02,235.13344900340408
Residential,R02,235.08597246528518
Residential,R02,235.08597246526236
Residential,R02,235.0859724651487
Residential,R02,235.0859724651388
Residential,R02,235.08597246525545
Residential,R02,234.71529354843423
Residential,R02,234.7152935485082
Residential,R02,234.7152935484723
Residential,R02,234.71529354852854
Residential,R02,234.71529354865928
Residential,R02,234.65720694919085
Residential,R02,234.65720694925392
Residential,R02,234.6572069492234
Residential,R02,234.65720694922226
Residential,R02,234.65720694917977
Residential,R02,234.66124068847333
Residential,R02,234.66124068841464
Residential,R02,234.66124068846946
Residential,R02,234.66124068839315
Residential,R02,234.6612406884991
Residential,R02,234.32362898134926
Residential,R02,234.32362898130708
Residential,R02,234.32362898140596
Residential,R02,234.32362898132027
Residential,R02,234.3236289813865
Residential,R02,234.02617694316655
Residential,R02,234.02617694326082
Residential,R02,234.0261769431987
Residential,R02,234.02617694317678
Residential,R02,234.0261769431118
Residential,R02,234.0939288922845
Residential,R02,234.09392889236273
Residential,R02,234.09392889230563
Residential,R02,234.09392889234624
Residential,R02,234.09392889236196
Residential,R02,234.44632620001417
Residential,R02,234.44632620006766
Residential,R02,234.44632620000309
Residential,R02,234.44632619990355
Residential,R02,234.44632619994894
Residential,R02,234.32608081227707
Residential,R02,234.32608081227616
Residential,R02,234.32608081231876
Residential,R02,234.3260808123284
Residential,R02,234.32608081231498
Residential,R02,233.18182972902642
Residential,R02,233.18182972903773
Residential,R02,233.18182972911725
Residential,R02,233.18182972905686
Residential,R02,233.18182972907277
Residential,R02,231.80856977613806
Residential,R02,231.8085697763088
Residential,R02,231.80856977625922
Residential,R02,231.808569776252
Residential,R02,231.80856977623847
Residential,R02,229.8059651465046
Residential,R02,229.80596514650452
Residential,R02,229.80596514644975
Residential,R02,229.80596514655275
Residential,R02,229.80596514656128
Residential,R02,230.60696790084066
Residential,R02,230.6069679008544
Residential,R02,230.6069679009726
Residential,R02,230.6069679008311
Residential,R02,230.6069679009436
Residential,R02,231.7867906140236
Residential,R02,231.78679061415207
Residential,R02,231.7867906140645
Residential,R02,231.7867906140299
Residential,R02,231.78679061407894
Residential,R02,233.08273313843446
Residential,R02,233.0827331385562
Residential,R02,233.0827331385168
Residential,R02,233.0827331384251
Residential,R02,233.08273313849827
Residential,R02,234.6132701721425
Residential,R02,234.6132701721808
Residential,R02,234.61327017207807
Residential,R02,234.613270172053
Residential,R02,234.61327017229516
Residential,R02,234.61327017225295
Residential,R02,234.61327017214975
Residential,R02,234.6132701721198
Residential,R02,234.6132701722133
Residential,R02,234.61327017220069
Residential,R02,234.6132701721997
Residential,R02,234.6132701721153
Residential,R02,234.61327017224974
Residential,R02,234.61327017224718
Residential,R02,234.61327017205736
Residential,R02,234.61327017213765
Residential,R02,234.6132701721842
Residential,R02,234.61327017207304
Residential,R02,234.61327017220134
Residential,R02,234.61327017201108
Residential,R03,233.75449075576228
Residential,R03,233.7544907556347
Residential,R03,233.7544907555722
Residential,R03,233.75449075565868
Residential,R03,233.7544907555803
Residential,R03,233.75449075559467
Residential,R03,233.7544907555957
Residential,R03,233.7544907555579
Residential,R03,233.75449075570697
Residential,R03,233.7544907556444
Residential,R03,233.75449075559158
Residential,R03,233.75449075567977
Residential,R03,233.75449075555892
Residential,R03,233.75449075564947
Residential,R03,233.75449075559203
Residential,R03,233.7544907556144
Residential,R03,233.75449075562702
Residential,R03,233.75449075562878
Residential,R03,233.75449075561977
Residential,R03,233.75449075559914
Residential,R03,233.75449075552936
Residential,R03,233.754490755554
Residential,R03,233.57631853548665
Residential,R03,233.57631853549205
Residential,R03,233.57631853551905
Residential,R03,233.57631853550723
Residential,R03,233.57631853558362
Residential,R03,233.74768631837816
Residential,R03,233.7476863183879
Residential,R03,233.747686318407
Residential,R03,233.74768631822678
Residential,R03,233.7476863182961
Residential,R03,233.93915633514334
Residential,R03,233.93915633501317
Residential,R03,233.939156335038
Residential,R03,233.93915633519072
Residential,R03,233.93915633503332
Residential,R03,234.09704222678278
Residential,R03,234.09704222675083
Residential,R03,234.09704222675097
Residential,R03,234.09704222686014
Residential,R03,234.09704222683732
Residential,R03,234.06507394440396
Residential,R03,234.0650739444091
Residential,R03,234.06507394442923
Residential,R03,234.06507394450776
Residential,R03,234.0650739443685
Residential,R03,234.19211800005533
Residential,R03,234.1921180000245
Residential,R03,234.19211800005368
Residential,R03,234.19211800005624
Residential,R03,234.19211800012138
Residential,R03,233.85635679231382
Residential,R03,233.85635679226087
Residential,R03,233.85635679233621
Residential,R03,233.85635679227994
Residential,R03,233.85635679218584
Residential,R03,234.3201144363548
Residential,R03,234.3201144364196
Residential,R03,234.32011443626038
Residential,R03,234.32011443638015
Residential,R03,234.32011443633323
Residential,R03,234.25394327926116
Residential,R03,234.25394327923794
Residential,R03,234.25394327912394
Residential,R03,234.25394327911383
Residential,R03,234.25394327923112
Residential,R03,233.81984105924178
Residential,R03,233.81984105931602
Residential,R03,233.81984105927987
Residential,R03,233.81984105933628
Residential,R03,233.81984105946773
Residential,R03,233.7512269829007
Residential,R03,233.7512269829628
Residential,R03,233.75122698293328
Residential,R03,233.75122698293177
Residential,R03,233.75122698288942
Residential,R03,233.75607556151758
Residential,R03,233.75607556145908
Residential,R03,233.75607556151405
Residential,R03,233.75607556143746
Residential,R03,233.7560755615435
Residential,R03,233.3724604580777
Residential,R03,233.37246045803622
Residential,R03,233.37246045813424
Residential,R03,233.37246045804898
Residential,R03,233.37246045811526
Residential,R03,233.03612427150284
Residential,R03,233.03612427159732
Residential,R03,233.0361242715337
Residential,R03,233.0361242715132
Residential,R03,233.0361242714479
Residential,R03,233.11699777511464
Residential,R03,233.11699777519235
Residential,R03,233.1169977751354
Residential,R03,233.11699777517697
Residential,R03,233.1169977751915
Residential,R03,233.5197293575762
Residential,R03,233.51972935763035
Residential,R03,233.51972935756643
Residential,R03,233.5197293574665
Residential,R03,233.51972935751155
Residential,R03,233.37624478910786
Residential,R03,233.37624478910706
Residential,R03,233.37624478915015
Residential,R03,233.37624478915856
Residential,R03,233.37624478914546
Residential,R03,232.08197478875474
Residential,R03,232.08197478876482
Residential,R03,232.08197478884497
Residential,R03,232.0819747887845
Residential,R03,232.08197478880044
Residential,R03,230.54001088303832
Residential,R03,230.54001088320976
Residential,R03,230.54001088315988
Residential,R03,230.5400108831528
Residential,R03,230.54001088313908
Residential,R03,228.2843029823249
Residential,R03,228.2843029823253
Residential,R03,228.28430298227096
Residential,R03,228.28430298237328
Residential,R03,228.2843029823824
Residential,R03,229.20304262950503
Residential,R03,229.20304262951797
Residential,R03,229.20304262963725
Residential,R03,229.20304262949492
Residential,R03,229.20304262960778
Residential,R03,230.55392127415868
Residential,R03,230.5539212742874
Residential,R03,230.55392127420032
Residential,R03,230.55392127416613
Residential,R03,230.55392127421493
Residential,R03,232.02358069609284
Residential,R03,232.02358069621414
Residential,R03,232.02358069617475
Residential,R03,232.02358069608303
Residential,R03,232.02358069615593
Residential,R03,233.75449075558566
Residential,R03,233.75449075562435
Residential,R03,233.75449075552135
Residential,R03,233.75449075549648
Residential,R03,233.7544907557385
Residential,R03,233.75449075569674
Residential,R03,233.75449075559297
Residential,R03,233.754490755563
Residential,R03,233.75449075565624
Residential,R03,233.7544907556438
Residential,R03,233.7544907556431
Residential,R03,233.7544907555585
Residential,R03,233.75449075569216
Residential,R03,233.7544907556908
Residential,R03,233.75449075550003
Residential,R03,233.75449075558095
Residential,R03,233.7544907556273
Residential,R03,233.7544907555163
Residential,R03,233.7544907556444
Residential,R03,233.75449075545407
Residential,R04,232.97282529759525
Residential,R04,232.97282529746843
Residential,R04,232.97282529740536
Residential,R04,232.97282529749208
Residential,R04,232.97282529741366
Residential,R04,232.97282529742887
Residential,R04,232.97282529742924
Residential,R04,232.97282529739184
Residential,R04,232.97282529754025
Residential,R04,232.9728252974781
Residential,R04,232.97282529742495
Residential,R04,232.9728252975134
Residential,R04,232.97282529739246
Residential,R04,232.97282529748298
Residential,R04,232.9728252974258
Residential,R04,232.9728252974481
Residential,R04,232.9728252974604
Residential,R04,232.972825297463
Residential,R04,232.97282529745382
Residential,R04,232.97282529743288
Residential,R04,232.9728252973624
Residential,R04,232.9728252973874
Residential,R04,232.77833276237226
Residential,R04,232.77833276237752
Residential,R04,232.7783327624053
Residential,R04,232.77833276239264
Residential,R04,232.77833276246946
Residential,R04,232.967536147974
Residential,R04,232.96753614798413
Residential,R04,232.96753614800352
Residential,R04,232.96753614782284
Residential,R04,232.96753614789174
Residential,R04,233.17795842916468
Residential,R04,233.1779584290351
Residential,R04,233.17795842905971
Residential,R04,233.17795842921188
Residential,R04,233.17795842905437
Residential,R04,233.35153191399206
Residential,R04,233.3515319139604
Residential,R04,233.3515319139602
Residential,R04,233.3515319140689
Residential,R04,233.35153191404652
Residential,R04,233.314350728031
Residential,R04,233.31435072803671
Residential,R04,233.31435072805596
Residential,R04,233.31435072813528
Residential,R04,233.31435072799542
Residential,R04,233.45030859744486
Residential,R04,233.45030859741388
Residential,R04,233.45030859744264
Residential,R04,233.45030859744557
Residential,R04,233.45030859751043
Residential,R04,233.07163139218696
Residential,R04,233.0716313921341
Residential,R04,233.0716313922091
Residential,R04,233.0716313921533
Residential,R04,233.071631392059
Residential,R04,233.5660449297025
Residential,R04,233.5660449297675
Residential,R04,233.56604492960838
Residential,R04,233.5660449297279
Residential,R04,233.56604492968142
Residential,R04,233.47822726039954
Residential,R04,233.4782272603763
Residential,R04,233.47822726026183
Residential,R04,233.47822726025163
Residential,R04,233.4782272603693
Residential,R04,232.98357234189749
Residential,R04,232.98357234197223
Residential,R04,232.98357234193602
Residential,R04,232.98357234199264
Residential,R04,232.98357234212452
Residential,R04,232.90469110906213
Residential,R04,232.90469110912318
Residential,R04,232.9046911090947
Residential,R04,232.90469110909277
Residential,R04,232.90469110905008
Residential,R04,232.91035292568353
Residential,R04,232.910352925625
Residential,R04,232.9103529256801
Residential,R04,232.91035292560275
Residential,R04,232.91035292570905
Residential,R04,232.48705900694625
Residential,R04,232.4870590069053
Residential,R04,232.4870590070027
Residential,R04,232.48705900691738
Residential,R04,232.48705900698405
Residential,R04,232.11793116476113
Residential,R04,232.11793116485632
Residential,R04,232.11793116479126
Residential,R04,232.1179311647719
Residential,R04,232.11793116470687
Residential,R04,232.21189671710317
Residential,R04,232.2118967171808
Residential,R04,232.21189671712415
Residential,R04,232.21189671716638
Residential,R04,232.2118967171799
Residential,R04,232.65908737068443
Residential,R04,232.65908737073968
Residential,R04,232.65908737067673
Residential,R04,232.6590873705762
Residential,R04,232.65908737062037
Residential,R04,232.49241308001336
Residential,R04,232.49241308001243
Residential,R04,232.49241308005585
Residential,R04,232.49241308006344
Residential,R04,232.49241308005037
Residential,R04,231.07139995717242
Residential,R04,231.07139995718194
Residential,R04,231.07139995726263
Residential,R04,231.0713999572016
Residential,R04,231.07139995721795
Residential,R04,229.39237734399447
Residential,R04,229.3923773441669
Residential,R04,229.39237734411628
Residential,R04,229.39237734410952
Residential,R04,229.39237734409605
Residential,R04,226.9275182684603
Residential,R04,226.927518268461
Residential,R04,226.92751826840745
Residential,R04,226.92751826850898
Residential,R04,226.92751826851887
Residential,R04,227.95188312378502
Residential,R04,227.95188312379688
Residential,R04,227.95188312391744
Residential,R04,227.9518831237748
Residential,R04,227.951883123888
Residential,R04,229.45507050655795
Residential,R04,229.4550705066873
Residential,R04,229.4550705066005
Residential,R04,229.45507050656664
Residential,R04,229.45507050661516
Residential,R04,231.07308615394712
Residential,R04,231.07308615406802
Residential,R04,231.07308615402906
Residential,R04,231.0730861539369
Residential,R04,231.07308615400987
Residential,R04,232.97282529741926
Residential,R04,232.97282529745866
Residential,R04,232.9728252973553
Residential,R04,232.9728252973303
Residential,R04,232.97282529757192
Residential,R04,232.97282529753068
Residential,R04,232.9728252974264
Residential,R04,232.97282529739658
Residential,R04,232.97282529748952
Residential,R04,232.97282529747724
Residential,R04,232.97282529747704
Residential,R04,232.97282529739246
Residential,R04,232.97282529752496
Residential,R04,232.9728252975247
Residential,R04,232.97282529733323
Residential,R04,232.97282529741483
Residential,R04,232.97282529746093
Residential,R04,232.97282529735043
Residential,R04,232.97282529747775
Residential,R04,232.97282529728778
Residential,R05,232.37213892700925
Residential,R05,232.37213892688305
Residential,R05,232.37213892681976
Residential,R05,232.37213892690608
Residential,R05,232.3721389268278
Residential,R05,232.37213892684372
Residential,R05,232.3721389268437
Residential,R05,232.37213892680725
Residential,R05,232.37213892695416
Residential,R05,232.37213892689272
Residential,R05,232.37213892683923
Residential,R05,232.37213892692796
Residential,R05,232.3721389268071
Residential,R05,232.3721389268977
Residential,R05,232.37213892684042
Residential,R05,232.3721389268628
Residential,R05,232.3721389268748
Residential,R05,232.3721389268779
Residential,R05,232.37213892686856
Residential,R05,232.37213892684758
Residential,R05,232.37213892677642
Residential,R05,232.37213892680137
Residential,R05,232.16331081872963
Residential,R05,232.16331081873452
Residential,R05,232.16331081876316
Residential,R05,232.1633108187498
Residential,R05,232.16331081882677
Residential,R05,232.36722823416028
Residential,R05,232.3672282341705
Residential,R05,232.36722823418978
Residential,R05,232.3672282340095
Residential,R05,232.36722823407797
Residential,R05,232.59366746407972
Residential,R05,232.5936674639512
Residential,R05,232.59366746397595
Residential,R05,232.5936674641273
Residential,R05,232.59366746396955
Residential,R05,232.7804725469162
Residential,R05,232.78047254688494
Residential,R05,232.7804725468845
Residential,R05,232.78047254699248
Residential,R05,232.7804725469699
Residential,R05,232.73972981012489
Residential,R05,232.73972981013122
Residential,R05,232.73972981014947
Residential,R05,232.7397298102297
Residential,R05,232.7397298100889
Residential,R05,232.88472209019463
Residential,R05,232.8847220901633
Residential,R05,232.88472209019162
Residential,R05,232.8847220901951
Residential,R05,232.88472209026003
Residential,R05,232.47377241668823
Residential,R05,232.47377241663543
Residential,R05,232.47377241670998
Residential,R05,232.4737724166548
Residential,R05,232.47377241656005
Residential,R05,233.00033456101497
Residential,R05,233.00033456108022
Residential,R05,233.00033456092126
Residential,R05,233.00033456104043
Residential,R05,233.00033456099462
Residential,R05,232.90042355015086
Residential,R05,232.9004235501272
Residential,R05,232.90042355001236
Residential,R05,232.9004235500024
Residential,R05,232.9004235501204
Residential,R05,232.3618640669665
Residential,R05,232.3618640670414
Residential,R05,232.36186406700543
Residential,R05,232.36186406706258
Residential,R05,232.36186406719415
Residential,R05,232.27573994354347
Residential,R05,232.275739943604
Residential,R05,232.2757399435763
Residential,R05,232.27573994357385
Residential,R05,232.2757399435309
Residential,R05,232.28195831035393
Residential,R05,232.28195831029544
Residential,R05,232.28195831035023
Residential,R05,232.28195831027259
Residential,R05,232.28195831037883
Residential,R05,231.82586760118093
Residential,R05,231.82586760114015
Residential,R05,231.82586760123706
Residential,R05,231.82586760115163
Residential,R05,231.8258676012185
Residential,R05,231.42884456969966
Residential,R05,231.42884456979493
Residential,R05,231.42884456972888
Residential,R05,231.4288445697106
Residential,R05,231.42884456964606
Residential,R05,231.53177803186165
Residential,R05,231.5317780319387
Residential,R05,231.53177803188228
Residential,R05,231.53177803192523
Residential,R05,231.53177803193788
Residential,R05,232.014630209225
Residential,R05,232.01463020928068
Residential,R05,232.01463020921864
Residential,R05,232.0146302091178
Residential,R05,232.0146302091613
Residential,R05,231.83207933543315
Residential,R05,231.83207933543173
Residential,R05,231.83207933547516
Residential,R05,231.8320793354823
Residential,R05,231.83207933546885
Residential,R05,230.30344325889962
Residential,R05,230.3034432589089
Residential,R05,230.30344325899003
Residential,R05,230.3034432589284
Residential,R05,230.30344325894475
Residential,R05,228.50199261742247
Residential,R05,228.50199261759573
Residential,R05,228.50199261754463
Residential,R05,228.50199261753806
Residential,R05,228.5019926175251
Residential,R05,225.8538278193604
Residential,R05,225.85382781936133
Residential,R05,225.8538278193087
Residential,R05,225.85382781940942
Residential,R05,225.8538278194203
Residential,R05,226.9616151532454
Residential,R05,226.96161515325633
Residential,R05,226.96161515337775
Residential,R05,226.961615153235
Residential,R05,226.96161515334833
Residential,R05,228.58610898854405
Residential,R05,228.58610898867383
Residential,R05,228.58610898858714
Residential,R05,228.58610898855386
Residential,R05,228.58610898860198
Residential,R05,230.3285758225965
Residential,R05,230.3285758227169
Residential,R05,230.3285758226785
Residential,R05,230.32857582258617
Residential,R05,230.3285758226592
Residential,R05,232.3721389268335
Residential,R05,232.37213892687427
Residential,R05,232.37213892677073
Residential,R05,232.37213892674495
Residential,R05,232.37213892698634
Residential,R05,232.37213892694578
Residential,R05,232.37213892684085
Residential,R05,232.37213892681075
Residential,R05,232.37213892690357
Residential,R05,232.37213892689152
Residential,R05,232.37213892689178
Residential,R05,232.37213892680708
Residential,R05,232.37213892693902
Residential,R05,232.37213892694
Residential,R05,232.37213892674757
Residential,R05,232.37213892682993
Residential,R05,232.37213892687524
Residential,R05,232.37213892676556
Residential,R05,232.37213892689175
Residential,R05,232.37213892670266
Residential,R06,231.77145793486025
Residential,R06,231.77145793473437
Residential,R06,231.77145793467116
Residential,R06,231.7714579347571
Residential,R06,231.77145793467906
Residential,R06,231.77145793469543
Residential,R06,231.77145793469512
Residential,R06,231.77145793465942
Residential,R06,231.77145793480474
Residential,R06,231.77145793474423
Residential,R06,231.7714579346908
Residential,R06,231.7714579347797
Residential,R06,231.7714579346588
Residential,R06,231.77145793474915
Residential,R06,231.77145793469185
Residential,R06,231.7714579347143
Residential,R06,231.77145793472607
Residential,R06,231.77145793473002
Residential,R06,231.77145793472056
Residential,R06,231.77145793469916
Residential,R06,231.77145793462748
Residential,R06,231.7714579346527
Residential,R06,231.54829291881694
Residential,R06,231.548292918821
Residential,R06,231.54829291885076
Residential,R06,231.5482929188366
Residential,R06,231.54829291891366
Residential,R06,231.76692497319465
Residential,R06,231.76692497320508
Residential,R06,231.76692497322443
Residential,R06,231.76692497304444
Residential,R06,231.76692497311234
Residential,R06,232.00938220486324
Residential,R06,232.00938220473572
Residential,R06,232.00938220476064
Residential,R06,232.00938220491167
Residential,R06,232.0093822047535
Residential,R06,232.20941981100788
Residential,R06,232.20941981097647
Residential,R06,232.2094198109759
Residential,R06,232.20941981108362
Residential,R06,232.2094198110606
Residential,R06,232.16511607614657
Residential,R06,232.1651160761531
Residential,R06,232.16511607617062
Residential,R06,232.16511607625176
Residential,R06,232.16511607610988
Residential,R06,232.31914512762407
Residential,R06,232.3191451275922
Residential,R06,232.31914512762006
Residential,R06,232.31914512762444
Residential,R06,232.31914512768904
Residential,R06,231.875924769534
Residential,R06,231.87592476948143
Residential,R06,231.8759247695557
Residential,R06,231.87592476950087
Residential,R06,231.87592476940597
Residential,R06,232.43464907817446
Residential,R06,232.4346490782395
Residential,R06,232.43464907808047
Residential,R06,232.43464907819947
Residential,R06,232.43464907815468
Residential,R06,232.3226554447281
Residential,R06,232.3226554447043
Residential,R06,232.32265544458915
Residential,R06,232.32265544457957
Residential,R06,232.3226554446973
Residential,R06,231.7402005408563
Residential,R06,231.74020054093134
Residential,R06,231.74020054089573
Residential,R06,231.74020054095325
Residential,R06,231.74020054108468
Residential,R06,231.64683573747345
Residential,R06,231.64683573753408
Residential,R06,231.64683573750716
Residential,R06,231.64683573750384
Residential,R06,231.64683573746083
Residential,R06,231.65361043041773
Residential,R06,231.65361043035963
Residential,R06,231.65361043041403
Residential,R06,231.6536104303362
Residential,R06,231.65361043044237
Residential,R06,231.16471848524202
Residential,R06,231.1647184852012
Residential,R06,231.1647184852976
Residential,R06,231.1647184852123
Residential,R06,231.16471848527945
Residential,R06,230.7397948016382
Residential,R06,230.73979480173375
Residential,R06,230.73979480166642
Residential,R06,230.73979480164937
Residential,R06,230.739794801585
Residential,R06,230.8516930590613
Residential,R06,230.85169305913797
Residential,R06,230.8516930590819
Residential,R06,230.85169305912558
Residential,R06,230.85169305913703
Residential,R06,231.37020859630638
Residential,R06,231.37020859636272
Residential,R06,231.3702085963013
Residential,R06,231.37020859620043
Residential,R06,231.37020859624326
Residential,R06,231.17178690934983
Residential,R06,231.1717869093483
Residential,R06,231.17178690939156
Residential,R06,231.1717869093986
Residential,R06,231.17178690938485
Residential,R06,229.53550946224908
Residential,R06,229.53550946225846
Residential,R06,229.53550946233958
Residential,R06,229.535509462278
Residential,R06,229.53550946229404
Residential,R06,227.61161107360724
Residential,R06,227.6116110737812
Residential,R06,227.6116110737294
Residential,R06,227.61161107372322
Residential,R06,227.61161107371066
Residential,R06,224.78014178571996
Residential,R06,224.78014178572067
Residential,R06,224.7801417856689
Residential,R06,224.78014178576933
Residential,R06,224.7801417857811
Residential,R06,225.97135113134826
Residential,R06,225.97135113135835
Residential,R06,225.97135113148047
Residential,R06,225.97135113133749
Residential,R06,225.97135113145103
Residential,R06,227.71715006944433
Residential,R06,227.71715006957493
Residential,R06,227.71715006948827
Residential,R06,227.7171500694554
Residential,R06,227.7171500695032
Residential,R06,229.5840654917569
Residential,R06,229.58406549187754
Residential,R06,229.58406549183908
Residential,R06,229.58406549174666
Residential,R06,229.58406549182004
Residential,R06,231.7714579346849
Residential,R06,231.77145793472675
Residential,R06,231.7714579346229
Residential,R06,231.7714579345967
Residential,R06,231.77145793483783
Residential,R06,231.7714579347977
Residential,R06,231.77145793469256
Residential,R06,231.77145793466178
Residential,R06,231.77145793475478
Residential,R06,231.77145793474273
