Bus Type,Bus,Phase,Current (A)
Industrial,I01,1,1.4210854715202004e-12
Industrial,I01,2,2.7243361197001285e-12
Commercial,C01,0,87.05779251529702
Commercial,C01,1,44.75283450574583
Commercial,C01,2,44.75180713648117
Residential,R01,0,356.9875171334017
Residential,R01,1,179.9953471225113
Residential,R01,2,179.99119244880703
Industrial,I01,0,51.08239900112282
Industrial,I01,1,4.687428401686771e-13
Industrial,I01,2,6.653351596650979e-13
Commercial,C01,0,87.05779251529601
Commercial,C01,1,44.752834505750414
Commercial,C01,2,44.751807136483244
Residential,R01,0,356.9875171334443
Residential,R01,1,179.99534712252859
Residential,R01,2,179.9911924488084
Industrial,I01,0,51.08239900112346
Industrial,I01,1,2.3437142008433856e-13
Industrial,I01,2,1.664066208866694e-12
Commercial,C01,0,87.05779251530862
Commercial,C01,1,44.75283450575509
Commercial,C01,2,44.75180713647952
Residential,R01,0,356.98751713341824
Residential,R01,1,179.99534712252654
Residential,R01,2,179.99119244881342
Industrial,I01,0,51.08239900112507
Industrial,I01,1,1.0231815394945443e-12
Industrial,I01,2,1.2974751610401343e-12
Commercial,C01,0,87.0577925153071
Commercial,C01,1,44.75283450573693
Commercial,C01,2,44.75180713649212
Residential,R01,0,356.9875171333767
Residential,R01,1,179.99534712253248
Residential,R01,2,179.99119244880504
Industrial,I01,0,51.08239900112325
Industrial,I01,1,1.4746458158552794e-12
Industrial,I01,2,1.1495870021551971e-12
Commercial,C01,0,87.05779251531668
Commercial,C01,1,44.75283450576035
Commercial,C01,2,44.75180713648448
Residential,R01,0,356.9875171333891
Residential,R01,1,179.99534712250295
Residential,R01,2,179.9911924487944
Industrial,I01,0,51.082399001123676
Industrial,I01,1,9.165725883006586e-13
Industrial,I01,2,1.2151735021707253e-12
Commercial,C01,0,87.05779251530558
Commercial,C01,1,44.75283450575501
Commercial,C01,2,44.751807136496204
Residential,R01,0,356.98751713341017
Residential,R01,1,179.99534712252327
Residential,R01,2,179.99119244881152
Industrial,I01,0,51.08239900112223
Industrial,I01,1,4.687428401686771e-13
Industrial,I01,2,1.9895196601282805e-12
Commercial,C01,0,87.05779251531267
Commercial,C01,1,44.75283450575035
Commercial,C01,2,44.75180713649214
Residential,R01,0,356.98751713342443
Residential,R01,1,179.99534712247785
Residential,R01,2,179.99119244882792
Industrial,I01,0,51.082399001124635
Industrial,I01,1,7.279509460923746e-13
Industrial,I01,2,7.389644451905042e-13
Commercial,C01,0,87.05779251530761
Commercial,C01,1,44.752834505754166
Commercial,C01,2,44.75180713649786
Residential,R01,0,356.9875171334048
Residential,R01,1,179.99534712259424
Residential,R01,2,179.99119244882013
Industrial,I01,0,51.082399001122454
Industrial,I01,1,1.4746458158552794e-12
Industrial,I01,2,1.0056627395985135e-12
Commercial,C01,0,87.05779251529653
Commercial,C01,1,44.75283450576501
Commercial,C01,2,44.751807136483585
Residential,R01,0,356.9875171333763
Residential,R01,1,179.99534712256497
Residential,R01,2,179.99119244879802
Industrial,I01,0,51.08239900112267
Industrial,I01,1,7.279509460923746e-13
Industrial,I01,2,9.25343817704044e-13
Commercial,C01,0,87.05779251530913
Commercial,C01,1,44.75283450575904
Commercial,C01,2,44.75180713648891
Residential,R01,0,356.9875171333945
Residential,R01,1,179.99534712254936
Residential,R01,2,179.99119244882596
Industrial,I01,0,51.08239900112593
Industrial,I01,1,5.684341886080801e-13
Industrial,I01,2,6.653351596650979e-13
Commercial,C01,0,87.05779251531769
Commercial,C01,1,44.752834505725254
Commercial,C01,2,44.751807136480735
Residential,R01,0,356.98751713342125
Residential,R01,1,179.99534712256497
Residential,R01,2,179.99119244880077
Industrial,I01,0,51.08239900112448
Industrial,I01,1,1.368970808788651e-12
Industrial,I01,2,1.2151735021707253e-12
Commercial,C01,0,87.05779251531868
Commercial,C01,1,44.75283450576959
Commercial,C01,2,44.75180713650609
Residential,R01,0,356.98751713339726
Residential,R01,1,179.99534712257056
Residential,R01,2,179.99119244881706
Industrial,I01,0,51.08239900112346
Industrial,I01,1,1.1196854986560656e-12
Industrial,I01,2,6.653351596650979e-13
Commercial,C01,0,87.05779251531416
Commercial,C01,1,44.752834505745746
Commercial,C01,2,44.75180713648891
Residential,R01,0,356.9875171334016
Residential,R01,1,179.99534712250303
Residential,R01,2,179.9911924487628
Industrial,I01,0,51.0823990011247
Industrial,I01,1,1.5463081705019526e-12
Industrial,I01,2,1.90997270879182e-12
Commercial,C01,0,87.0577925153066
Commercial,C01,1,44.75283450574866
Commercial,C01,2,44.75180713649296
Residential,R01,0,356.98751713340494
Residential,R01,1,179.99534712254876
Residential,R01,2,179.9911924488058
Industrial,I01,0,51.082399001123676
Industrial,I01,1,1.7325590595337611e-12
Industrial,I01,2,2.002470290995977e-12
Commercial,C01,0,87.05779251530609
Commercial,C01,1,44.75283450573047
Commercial,C01,2,44.75180713649577
Residential,R01,0,356.9875171333984
Residential,R01,1,179.9953471225517
Residential,R01,2,179.99119244882286
Industrial,I01,0,51.082399001123676
Industrial,I01,1,3.410605131648481e-13
Industrial,I01,2,7.389644451905042e-13
Commercial,C01,0,87.05779251529502
Commercial,C01,1,44.75283450575163
Commercial,C01,2,44.751807136503565
Residential,R01,0,356.98751713342733
Residential,R01,1,179.99534712250886
Residential,R01,2,179.99119244883246
Industrial,I01,0,51.082399001123676
Industrial,I01,1,1.1368683772161603e-13
Industrial,I01,2,3.639754730461873e-13
Commercial,C01,0,87.05779251529952
Commercial,C01,1,44.75283450574625
Commercial,C01,2,44.75180713649214
Residential,R01,0,356.9875171334131
Residential,R01,1,179.9953471225398
Residential,R01,2,179.99119244883823
Industrial,I01,0,51.08239900112208
Industrial,I01,1,1.0725194820289065e-12
Industrial,I01,2,7.389644451905042e-13
Commercial,C01,0,87.05779251530207
Commercial,C01,1,44.75283450575695
Commercial,C01,2,44.75180713649214
Residential,R01,0,356.9875171334137
Residential,R01,1,179.99534712255715
Residential,R01,2,179.9911924487942
Industrial,I01,0,51.08239900112267
Industrial,I01,1,1.0725194820289065e-12
Industrial,I01,2,1.5515233899300462e-12
Commercial,C01,0,87.05779251530357
Commercial,C01,1,44.75283450573589
Commercial,C01,2,44.75180713649053
Residential,R01,0,356.987517133436
Residential,R01,1,179.99534712253808
Residential,R01,2,179.99119244881243
Industrial,I01,0,51.082399001123676
Industrial,I01,1,1.7053025658242404e-12
Industrial,I01,2,2.4548197509021956e-12
Commercial,C01,0,87.05779251531062
Commercial,C01,1,44.75283450573652
Commercial,C01,2,44.7518071364922
Residential,R01,0,356.9875171333972
Residential,R01,1,179.99534712254857
Residential,R01,2,179.99119244883417
Industrial,I01,0,51.08239900112267
Industrial,I01,1,1.5463081705019526e-12
Industrial,I01,2,1.616793116832911e-12
Commercial,C01,0,87.05779251531112
Commercial,C01,1,44.75283450574043
Commercial,C01,2,44.75180713649062
Residential,R01,0,373.7734928487308
Residential,R01,1,188.13399986283744
Residential,R01,2,188.1295823548979
Industrial,I01,0,47.90462712813543
Industrial,I01,1,1.1495870021551971e-12
Industrial,I01,2,1.374858882450988e-12
Commercial,C01,0,84.07988600260335
Commercial,C01,1,43.2461201862385
Commercial,C01,2,43.24511094564042
Residential,R01,0,373.7734928487354
Residential,R01,1,188.13399986282533
Residential,R01,2,188.12958235491723
Industrial,I01,0,47.90462712813223
Industrial,I01,1,2.211055554968962e-12
Industrial,I01,2,9.25343817704044e-13
Commercial,C01,0,84.07988600259681
Commercial,C01,1,43.24612018622859
Commercial,C01,2,43.245110945640384
Residential,R01,0,373.77349284868694
Residential,R01,1,188.13399986277645
Residential,R01,2,188.12958235485726
Industrial,I01,0,47.90462712813201
Industrial,I01,1,2.8421709430404007e-13
Industrial,I01,2,2.36908203807783e-12
Commercial,C01,0,84.07988600260133
Commercial,C01,1,43.24612018624939
Commercial,C01,2,43.24511094564118
Residential,R01,0,373.773492848734
Residential,R01,1,188.1339998627943
Residential,R01,2,188.12958235490342
Industrial,I01,0,47.90462712813201
Industrial,I01,1,6.653351596650979e-13
Industrial,I01,2,1.6795282479840987e-12
Commercial,C01,0,84.07988600260235
Commercial,C01,1,43.24612018622677
Commercial,C01,2,43.24511094564277
Residential,R01,0,373.77349284875044
Residential,R01,1,188.13399986281487
Residential,R01,2,188.12958235492863
Industrial,I01,0,47.904627128134635
Industrial,I01,1,2.568039462420647e-12
Industrial,I01,2,1.7100329565086353e-12
Commercial,C01,0,84.07988600259532
Commercial,C01,1,43.246120186236816
Commercial,C01,2,43.24511094564297
Residential,R01,0,360.4541730213406
Residential,R01,1,181.6787425495963
Residential,R01,2,181.6746578710374
Industrial,I01,0,44.607301112638744
Industrial,I01,1,8.198074455012805e-13
Industrial,I01,2,1.2862197421537486e-12
Commercial,C01,0,80.77562573692066
Commercial,C01,1,41.57222324504539
Commercial,C01,2,41.57129411020073
Residential,R01,0,360.4541730213571
Residential,R01,1,181.67874254955478
Residential,R01,2,181.6746578710658
Industrial,I01,0,44.60730111263951
Industrial,I01,1,9.374856803373542e-13
Industrial,I01,2,9.094947017729282e-13
Commercial,C01,0,80.7756257369355
Commercial,C01,1,41.57222324505751
Commercial,C01,2,41.57129411021052
Residential,R01,0,360.4541730213451
Residential,R01,1,181.6787425495843
Residential,R01,2,181.67465787108634
Industrial,I01,0,44.607301112639725
Industrial,I01,1,2.2737367544323206e-13
Industrial,I01,2,9.094947017729282e-13
Commercial,C01,0,80.77562573693247
Commercial,C01,1,41.57222324506418
Commercial,C01,2,41.57129411019995
Residential,R01,0,360.45417302135314
Residential,R01,1,181.67874254958465
Residential,R01,2,181.67465787104564
Industrial,I01,0,44.60730111263871
Industrial,I01,1,2.990633774508275e-12
Industrial,I01,2,1.8189894035458565e-12
Commercial,C01,0,80.77562573694001
Commercial,C01,1,41.57222324505291
Commercial,C01,2,41.571294110208925
Residential,R01,0,360.45417302135644
Residential,R01,1,181.67874254956317
Residential,R01,2,181.67465787106386
Industrial,I01,0,44.607301112639725
Industrial,I01,1,5.084229945850415e-13
Industrial,I01,2,1.639614891002561e-12
Commercial,C01,0,80.77562573693704
Commercial,C01,1,41.57222324504928
Commercial,C01,2,41.57129411018528
Residential,R01,0,344.301200524555
Residential,R01,1,173.82368948875023
Residential,R01,2,173.81992827058548
Industrial,I01,0,41.45417265122926
Industrial,I01,1,1.639614891002561e-12
Industrial,I01,2,4.687428401686771e-13
Commercial,C01,0,84.07969344905051
Commercial,C01,1,43.246024152716764
Commercial,C01,2,43.24509329958503
Residential,R01,0,344.3012005245513
Residential,R01,1,173.8236894887226
Residential,R01,2,173.8199282705713
Industrial,I01,0,41.454172651229634
Industrial,I01,1,1.639614891002561e-12
Industrial,I01,2,5.684341886080801e-13
Commercial,C01,0,84.07969344904596
Commercial,C01,1,43.246024152699654
Commercial,C01,2,43.245093299575544
Residential,R01,0,344.30120052455845
Residential,R01,1,173.82368948870482
Residential,R01,2,173.81992827059295
Industrial,I01,0,41.45417265122968
Industrial,I01,1,1.8749713606747085e-12
Industrial,I01,2,1.7353542628454474e-12
Commercial,C01,0,84.07969344905203
Commercial,C01,1,43.24602415269187
Commercial,C01,2,43.24509329959094
Residential,R01,0,344.3012005245688
Residential,R01,1,173.8236894887188
Residential,R01,2,173.81992827063806
Industrial,I01,0,41.454172651231445
Industrial,I01,1,6.431098710768743e-13
Industrial,I01,2,2.207399102070167e-12
Commercial,C01,0,84.079693449047
Commercial,C01,1,43.24602415271248
Commercial,C01,2,43.245093299569845
Residential,R01,0,344.3012005245731
Residential,R01,1,173.8236894886587
Residential,R01,2,173.81992827061404
Industrial,I01,0,41.45417265122941
Industrial,I01,1,1.3642420526593924e-12
Industrial,I01,2,5.684341886080801e-13
Commercial,C01,0,84.07969344905003
Commercial,C01,1,43.24602415269931
Commercial,C01,2,43.24509329958358
Residential,R01,0,331.0823862004889
Residential,R01,1,167.374120130836
Residential,R01,2,167.37061757053402
Industrial,I01,0,38.44359897977825
Industrial,I01,1,1.8331451766013172e-12
Industrial,I01,2,1.5252689837551246e-12
Commercial,C01,0,87.05757450330745
Commercial,C01,1,44.752729830800845
Commercial,C01,2,44.75179769320285
Residential,R01,0,331.0823862004825
Residential,R01,1,167.37412013080225
Residential,R01,2,167.3706175705189
Industrial,I01,0,38.44359897977821
Industrial,I01,1,9.374856803373542e-13
Industrial,I01,2,6.653351596650979e-13
Commercial,C01,0,87.05757450330674
Commercial,C01,1,44.75272983081411
Commercial,C01,2,44.751797693188635
Residential,R01,0,331.0823862004554
Residential,R01,1,167.37412013086472
Residential,R01,2,167.3706175705407
Industrial,I01,0,38.44359897977864
Industrial,I01,1,9.374856803373542e-13
Industrial,I01,2,1.6484591469634324e-12
Commercial,C01,0,87.0575745033138
Commercial,C01,1,44.75272983079086
Commercial,C01,2,44.751797693205795
Residential,R01,0,331.08238620047683
Residential,R01,1,167.37412013088266
Residential,R01,2,167.37061757053445
Industrial,I01,0,38.44359897978003
Industrial,I01,1,1.4559018921847493e-12
Industrial,I01,2,9.25343817704044e-13
Commercial,C01,0,87.05757450330877
Commercial,C01,1,44.75272983078439
Commercial,C01,2,44.75179769319696
Residential,R01,0,331.0823862004826
Residential,R01,1,167.37412013088812
Residential,R01,2,167.37061757055966
Industrial,I01,0,38.44359897977902
Industrial,I01,1,8.198074455012805e-13
Industrial,I01,2,3.639754730461873e-13
Commercial,C01,0,87.0575745033138
Commercial,C01,1,44.752729830783856
Commercial,C01,2,44.75179769321327
Residential,R01,0,331.08269235334143
Residential,R01,1,167.37424911675106
Residential,R01,2,167.3706248904285
Industrial,I01,0,44.87055913082026
Industrial,I01,1,1.775845174940208e-12
Industrial,I01,2,2.5579538487363607e-12
Commercial,C01,0,92.693671781848
Commercial,C01,1,47.59956565094131
Commercial,C01,2,47.598539432263586
Residential,R01,0,331.08269235338497
Residential,R01,1,167.37424911675333
Residential,R01,2,167.3706248904487
Industrial,I01,0,44.87055913081764
Industrial,I01,1,1.1368683772161603e-12
Industrial,I01,2,1.1593828079623528e-12
Commercial,C01,0,92.6936717818493
Commercial,C01,1,47.59956565091825
Commercial,C01,2,47.59853943227141
Residential,R01,0,331.0826923533555
Residential,R01,1,167.3742491167531
Residential,R01,2,167.3706248904025
Industrial,I01,0,44.870559130817426
Industrial,I01,1,1.6553053431563326e-12
Industrial,I01,2,1.1593828079623528e-12
Commercial,C01,0,92.69367178183975
Commercial,C01,1,47.599565650936775
Commercial,C01,2,47.59853943225903
Residential,R01,0,331.0826923533734
Residential,R01,1,167.37424911669933
Residential,R01,2,167.37062489043961
Industrial,I01,0,44.87055913081764
Industrial,I01,1,1.1368683772161603e-12
Industrial,I01,2,2.511424331075264e-12
Commercial,C01,0,92.69367178184629
Commercial,C01,1,47.59956565094435
Commercial,C01,2,47.59853943226306
Residential,R01,0,331.0826923533512
Residential,R01,1,167.3742491167512
Residential,R01,2,167.370624890455
Industrial,I01,0,44.870559130818286
Industrial,I01,1,1.224444715065716e-12
Industrial,I01,2,7.190186943645084e-13
Commercial,C01,0,92.69367178185085
Commercial,C01,1,47.59956565092796
Commercial,C01,2,47.598539432263046
Residential,R01,0,315.6215212284191
Residential,R01,1,159.80639686793404
Residential,R01,2,159.80285294358083
Industrial,I01,0,57.341333577590625
Industrial,I01,1,1.2466735028886722e-12
Industrial,I01,2,2.097052259352576e-12
Commercial,C01,0,99.01000215024875
Commercial,C01,1,50.78243354442758
Commercial,C01,2,50.78131132500631
Residential,R01,0,315.6215212284256
Residential,R01,1,159.80639686796252
Residential,R01,2,159.80285294359172
Industrial,I01,0,57.34133357758841
Industrial,I01,1,1.1828349242185148e-12
Industrial,I01,2,1.1828349242185148e-12
Commercial,C01,0,99.01000215024597
Commercial,C01,1,50.78243354439899
Commercial,C01,2,50.78131132499816
Residential,R01,0,315.62152122843924
Residential,R01,1,159.80639686792875
Residential,R01,2,159.80285294359163
Industrial,I01,0,57.341333577587605
Industrial,I01,1,1.3270229749115006e-12
Industrial,I01,2,1.4210854715202004e-12
Commercial,C01,0,99.01000215024294
Commercial,C01,1,50.78243354438932
Commercial,C01,2,50.78131132499481
Residential,R01,0,315.6215212284243
Residential,R01,1,159.80639686795254
Residential,R01,2,159.8028529436147
Industrial,I01,0,57.341333577586006
Industrial,I01,1,1.4391604169272982e-12
Industrial,I01,2,2.9034692463760926e-12
Commercial,C01,0,99.01000215025151
Commercial,C01,1,50.78243354441745
Commercial,C01,2,50.78131132500135
Residential,R01,0,315.62152122846953
Residential,R01,1,159.80639686793978
Residential,R01,2,159.80285294359754
Industrial,I01,0,57.34133357758979
Industrial,I01,1,7.896940126926099e-13
Industrial,I01,2,1.7767546987770156e-12
Commercial,C01,0,99.0100021502399
Commercial,C01,1,50.78243354440684
Commercial,C01,2,50.78131132500151
Residential,R01,0,331.08475713611546
Residential,R01,1,167.37512124586576
Residential,R01,2,167.37069015198176
Industrial,I01,0,86.05302354277337
Industrial,I01,1,1.5252689837551246e-12
Industrial,I01,2,1.2773969646243717e-12
Commercial,C01,0,132.56399037188956
Commercial,C01,1,67.55456407284208
Commercial,C01,2,67.55277915062045
Residential,R01,0,331.08475713610204
Residential,R01,1,167.3751212458383
Residential,R01,2,167.37069015198702
Industrial,I01,0,86.05302354277396
Industrial,I01,1,8.198074455012805e-13
Industrial,I01,2,1.0056627395985135e-12
Commercial,C01,0,132.5639903718921
Commercial,C01,1,67.55456407282672
Commercial,C01,2,67.55277915061318
Residential,R01,0,331.0847571361455
Residential,R01,1,167.3751212458678
Residential,R01,2,167.37069015199944
Industrial,I01,0,86.0530235427738
Industrial,I01,1,1.5252689837551246e-12
Industrial,I01,2,1.5680955384748043e-12
Commercial,C01,0,132.5639903718835
Commercial,C01,1,67.55456407284069
Commercial,C01,2,67.55277915061386
Residential,R01,0,331.08475713615803
Residential,R01,1,167.3751212458545
Residential,R01,2,167.37069015200427
Industrial,I01,0,86.05302354277498
Industrial,I01,1,1.224444715065716e-12
Industrial,I01,2,2.8421709430404007e-13
Commercial,C01,0,132.56399037188706
Commercial,C01,1,67.55456407282968
Commercial,C01,2,67.55277915060748
Residential,R01,0,331.08475713614416
Residential,R01,1,167.37512124587477
Residential,R01,2,167.37069015204344
Industrial,I01,0,86.05302354277134
Industrial,I01,1,5.084229945850415e-13
Industrial,I01,2,1.5680955384748043e-12
Commercial,C01,0,132.563990371885
Commercial,C01,1,67.55456407282678
Commercial,C01,2,67.55277915061397
Residential,R01,0,272.4191597067439
Residential,R01,1,138.52370121929854
Residential,R01,2,138.5196660959911
Industrial,I01,0,127.7522611636787
Industrial,I01,1,7.279509460923746e-13
Industrial,I01,2,2.319462255752929e-12
Commercial,C01,0,182.89976441092088
Commercial,C01,1,92.27058747287192
Commercial,C01,2,92.2678922951497
Residential,R01,0,272.41915970673904
Residential,R01,1,138.52370121924187
Residential,R01,2,138.51966609600538
Industrial,I01,0,127.75226116367753
Industrial,I01,1,3.410605131648481e-13
Industrial,I01,2,5.684341886080802e-14
Commercial,C01,0,182.8997644109022
Commercial,C01,1,92.27058747288294
Commercial,C01,2,92.2678922951334
Residential,R01,0,272.4191597067537
Residential,R01,1,138.52370121927362
Residential,R01,2,138.51966609598801
Industrial,I01,0,127.75226116367651
Industrial,I01,1,2.3437142008433857e-12
Industrial,I01,2,2.5325641001865577e-12
Commercial,C01,0,182.89976441090224
Commercial,C01,1,92.27058747286927
Commercial,C01,2,92.26789229515055
Residential,R01,0,272.4191597067641
Residential,R01,1,138.5237012192761
Residential,R01,2,138.51966609599316
Industrial,I01,0,127.75226116367492
Industrial,I01,1,7.279509460923746e-13
Industrial,I01,2,1.2466735028886722e-12
Commercial,C01,0,182.89976441090724
Commercial,C01,1,92.27058747287805
Commercial,C01,2,92.26789229514648
Residential,R01,0,272.41915970676513
Residential,R01,1,138.52370121925773
Residential,R01,2,138.5196660959942
Industrial,I01,0,127.75226116367593
Industrial,I01,1,5.684341886080801e-13
Industrial,I01,2,2.008914298934575e-12
Commercial,C01,0,182.89976441090474
Commercial,C01,1,92.2705874728778
Commercial,C01,2,92.26789229514488
Residential,R01,0,258.3075818071755
Residential,R01,1,131.52909984465845
Residential,R01,2,131.52459307555316
Industrial,I01,0,173.16947597256822
Industrial,I01,1,5.115907697472721e-13
Industrial,I01,2,1.5793880253852199e-12
Commercial,C01,0,236.71803679291116
Commercial,C01,1,118.07408113553461
Commercial,C01,2,118.0700098820103
Residential,R01,0,258.30758180717015
Residential,R01,1,131.52909984464617
Residential,R01,2,131.524593075562
Industrial,I01,0,173.16947597256618
Industrial,I01,1,1.365425777005875e-12
Industrial,I01,2,9.713407672867936e-13
Commercial,C01,0,236.71803679290312
Commercial,C01,1,118.07408113553717
Commercial,C01,2,118.07000988200667
Residential,R01,0,258.3075818071642
Residential,R01,1,131.52909984463182
Residential,R01,2,131.52459307551865
Industrial,I01,0,173.169475972567
Industrial,I01,1,3.979039320256561e-13
Industrial,I01,2,1.4779288903810084e-12
Commercial,C01,0,236.7180367929153
Commercial,C01,1,118.07408113553483
Commercial,C01,2,118.07000988201399
Residential,R01,0,258.30758180715986
Residential,R01,1,131.52909984460956
Residential,R01,2,131.52459307554108
Industrial,I01,0,173.1694759725666
Industrial,I01,1,6.042538309847401e-13
Industrial,I01,2,5.684341886080801e-13
Commercial,C01,0,236.7180367929138
Commercial,C01,1,118.07408113553075
Commercial,C01,2,118.07000988200662
Residential,R01,0,258.3075818071542
Residential,R01,1,131.529099844596
Residential,R01,2,131.5245930755724
Industrial,I01,0,173.1694759725666
Industrial,I01,1,1.5926304656797925e-12
Industrial,I01,2,1.4779288903810084e-12
Commercial,C01,0,236.71803679289312
Commercial,C01,1,118.07408113551912
Commercial,C01,2,118.07000988201965
Residential,R01,0,271.29334955407023
Residential,R01,1,137.96616133282163
Residential,R01,2,137.96037701649104
Industrial,I01,0,204.3994563962928
Industrial,I01,1,1.1828349242185148e-12
Industrial,I01,2,2.175699956865701e-12
Commercial,C01,0,344.66758048706737
Commercial,C01,1,167.7155433475484
Commercial,C01,2,167.70842710387407
Residential,R01,0,271.2933495540729
Residential,R01,1,137.96616133280722
Residential,R01,2,137.96037701651332
Industrial,I01,0,204.39945639629562
Industrial,I01,1,1.2044904508694055e-12
Industrial,I01,2,1.1495870021551971e-12
Commercial,C01,0,344.6675804870583
Commercial,C01,1,167.7155433475525
Commercial,C01,2,167.70842710387734
Residential,R01,0,271.29334955406983
Residential,R01,1,137.96616133282782
Residential,R01,2,137.9603770165209
Industrial,I01,0,204.39945639629377
Industrial,I01,1,7.896940126926099e-13
Industrial,I01,2,7.031142602530156e-13
Commercial,C01,0,344.6675804870653
Commercial,C01,1,167.71554334756652
Commercial,C01,2,167.7084271038749
Residential,R01,0,271.2933495540625
Residential,R01,1,137.96616133283186
Residential,R01,2,137.96037701656758
Industrial,I01,0,204.39945639629218
Industrial,I01,1,2.3437142008433856e-13
Industrial,I01,2,2.568039462420647e-12
Commercial,C01,0,344.6675804870507
Commercial,C01,1,167.71554334754208
Commercial,C01,2,167.7084271038749
Residential,R01,0,271.29334955404966
Residential,R01,1,137.96616133282075
Residential,R01,2,137.96037701647023
Industrial,I01,0,204.3994563962924
Industrial,I01,1,6.844854043943255e-13
Industrial,I01,2,1.5680955384748043e-12
Commercial,C01,0,344.6675804870533
Commercial,C01,1,167.71554334754973
Commercial,C01,2,167.70842710387814
Residential,R01,0,272.4247996068195
Residential,R01,1,138.52616263117784
Residential,R01,2,138.52014554254512
Industrial,I01,0,212.76728461975708
Industrial,I01,1,7.190186943645084e-13
Industrial,I01,2,6.042538309847401e-13
Commercial,C01,0,363.07687565708324
Commercial,C01,1,175.87677888751296
Commercial,C01,2,175.86903991177812
Residential,R01,0,272.4247996068521
Residential,R01,1,138.52616263117167
Residential,R01,2,138.5201455425616
Industrial,I01,0,212.7672846197573
Industrial,I01,1,7.190186943645084e-13
Industrial,I01,2,1.4570111509301906e-12
Commercial,C01,0,363.0768756570785
Commercial,C01,1,175.87677888753038
Commercial,C01,2,175.8690399117708
Residential,R01,0,272.4247996068043
Residential,R01,1,138.52616263117545
Residential,R01,2,138.5201455425095
Industrial,I01,0,212.7672846197573
Industrial,I01,1,3.2155493553843715e-13
Industrial,I01,2,1.4570111509301906e-12
Commercial,C01,0,363.07687565707243
Commercial,C01,1,175.8767788875161
Commercial,C01,2,175.86903991176592
Residential,R01,0,272.4247996068173
Residential,R01,1,138.52616263115712
Residential,R01,2,138.5201455425554
Industrial,I01,0,212.7672846197595
Industrial,I01,1,1.6077746776921857e-12
Industrial,I01,2,2.2400923279790313e-12
Commercial,C01,0,363.0768756570689
Commercial,C01,1,175.87677888753876
Commercial,C01,2,175.86903991178465
Residential,R01,0,272.42479960686796
Residential,R01,1,138.52616263117227
Residential,R01,2,138.52014554256635
Industrial,I01,0,212.76728461975893
Industrial,I01,1,1.1593828079623528e-12
Industrial,I01,2,6.042538309847401e-13
Commercial,C01,0,363.0768756570735
Commercial,C01,1,175.8767788875279
Commercial,C01,2,175.86903991177977
Residential,R01,0,272.4249739512623
Residential,R01,1,138.52625637017235
Residential,R01,2,138.52026616486245
Industrial,I01,0,198.3946228835887
Industrial,I01,1,8.526512829121202e-13
Industrial,I01,2,8.676771314227237e-13
Commercial,C01,0,383.6778358619658
Commercial,C01,1,184.89741545561913
Commercial,C01,2,184.88930687141982
Residential,R01,0,272.4249739512572
Residential,R01,1,138.52625637023
Residential,R01,2,138.52026616483994
Industrial,I01,0,198.39462288358925
Industrial,I01,1,7.896940126926099e-13
Industrial,I01,2,1.7053025658242404e-13
Commercial,C01,0,383.67783586196225
Commercial,C01,1,184.89741545560932
Commercial,C01,2,184.88930687142224
Residential,R01,0,272.4249739512565
